Query,LOINC Code,Name,Component,System,Property,Measurement,Normalized_Score
white blood cells count,1512-3,glucose mass volume serum plasma 1 minute post 0 5 g kg glucose iv,glucose 1m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.09351557
white blood cells count,9375-7,glucose mass volume serum plasma 2 5 hour post 100 g glucose po,glucose 2 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.07925938
white blood cells count,6749-6,glucose mass volume serum plasma 2 5 hour post 75 g glucose po,glucose 2 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.08055339
white blood cells count,10966-0,glucose presence urine test strip 2 5 hour post 75 g glucose po,glucose 2 5h post 75 g glucose po,urine,prthr,presence,0.05315212
white blood cells count,55381-8,glucose mole volume serum plasma 2 5 hour post 75 g glucose po,glucose 2 5h post 75 g glucose po,serum plasma,substance concentration,mole volume,0.07030707
white blood cells count,1513-1,glucose mass volume serum plasma 20 minute post 0 5 g kg glucose iv,glucose 20m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.092785925
white blood cells count,6751-2,glucose presence urine test strip 2 hour post 75 g glucose po,glucose 2h post 75 g glucose po,urine,prthr,presence,0.043909103
white blood cells count,9376-5,glucose mass volume serum plasma 3 5 hour post 100 g glucose po,glucose 3 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.07923769
white blood cells count,6752-0,glucose mass volume serum plasma 3 5 hour post 75 g glucose po,glucose 3 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.07806124
white blood cells count,10967-8,glucose presence urine test strip 3 5 hour post 75 g glucose po,glucose 3 5h post 75 g glucose po,urine,prthr,presence,0.04794418
white blood cells count,1522-2,glucose mass volume serum plasma 30 minute post 0 5 g kg glucose iv,glucose 30m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.08907036
white blood cells count,1525-5,glucose mass volume serum plasma 30 minute post 100 g glucose po,glucose 30m post 100 g glucose po,serum plasma,mass concentration,mass volume,0.08414967
white blood cells count,1527-1,glucose mass volume serum plasma 30 minute post 75 g glucose po,glucose 30m post 75 g glucose po,serum plasma,mass concentration,mass volume,0.08159239
white blood cells count,32319-6,glucose mole volume serum plasma 30 minute post 75 g glucose po,glucose 30m post 75 g glucose po,serum plasma,substance concentration,mole volume,0.076971605
white blood cells count,1530-5,glucose mass volume serum plasma 3 hour post 100 g glucose po,glucose 3h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.08458771
white blood cells count,14764-5,glucose mole volume serum plasma 3 hour post 100 g glucose po,glucose 3h post 100 g glucose po,serum plasma,substance concentration,mole volume,0.08265737
white blood cells count,1533-9,glucose mass volume serum plasma 3 hour post 75 g glucose po,glucose 3h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.07783276
white blood cells count,6755-3,glucose presence urine test strip 3 hour post 75 g glucose po,glucose 3h post 75 g glucose po,urine,prthr,presence,0.044046134
white blood cells count,32320-4,glucose mole volume serum plasma 3 hour post 75 g glucose po,glucose 3h post 75 g glucose po,serum plasma,substance concentration,mole volume,0.07432094
white blood cells count,1534-7,glucose mass volume serum plasma 3 minute post 0 5 g kg glucose iv,glucose 3m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.08924821
white blood cells count,10968-6,glucose presence urine test strip 4 5 hour post 75 g glucose po,glucose 4 5h post 75 g glucose po,urine,prthr,presence,0.051377602
white blood cells count,1535-4,glucose mass volume serum plasma 40 minute post 0 5 g kg glucose iv,glucose 40m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.09450512
white blood cells count,11143-5,glucose mass volume serum plasma 45 minute post 100 g glucose po,glucose 45m post 100 g glucose po,serum plasma,mass concentration,mass volume,0.08768262
white blood cells count,55352-9,glucose mole volume serum plasma 45 minute post 75 g glucose po,glucose 45m post 75 g glucose po,serum plasma,substance concentration,mole volume,0.07155273
white blood cells count,1537-0,glucose mass volume serum plasma 4 hour post 100 g glucose po,glucose 4h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.08695781
white blood cells count,1539-6,glucose mass volume serum plasma 4 hour post 75 g glucose po,glucose 4h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.08370031
white blood cells count,6757-9,glucose presence urine test strip 4 hour post 75 g glucose po,glucose 4h post 75 g glucose po,urine,prthr,presence,0.046274368
white blood cells count,32321-2,glucose mole volume serum plasma 4 hour post 75 g glucose po,glucose 4h post 75 g glucose po,serum plasma,substance concentration,mole volume,0.07758694
white blood cells count,9378-1,glucose mass volume serum plasma 5 5 hour post 100 g glucose po,glucose 5 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.07866373
white blood cells count,14137-4,glucose mass volume serum plasma 5 5 hour post 75 g glucose po,glucose 5 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.083980456
white blood cells count,1540-4,glucose mass volume serum plasma 5 hour post 100 g glucose po,glucose 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.08669611
white blood cells count,48810-6,glucose mass volume serum plasma 5 hour post 50 g glucose po,glucose 5h post 50 g glucose po,serum plasma,mass concentration,mass volume,0.08054731
white blood cells count,1542-0,glucose mass volume serum plasma 5 hour post 75 g glucose po,glucose 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.080380164
white blood cells count,6758-7,glucose presence urine test strip 5 hour post 75 g glucose po,glucose 5h post 75 g glucose po,urine,prthr,presence,0.04459544
white blood cells count,32322-0,glucose mole volume serum plasma 5 hour post 75 g glucose po,glucose 5h post 75 g glucose po,serum plasma,substance concentration,mole volume,0.07312474
white blood cells count,1543-8,glucose mass volume serum plasma 5 minute post 0 5 g kg glucose iv,glucose 5m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.08810042
white blood cells count,1544-6,glucose mass volume serum plasma 6 hour post 100 g glucose po,glucose 6h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.08650548
white blood cells count,6760-3,glucose mass volume serum plasma 6 hour post 75 g glucose po,glucose 6h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.08166512
white blood cells count,6759-5,glucose presence urine test strip 6 hour post 75 g glucose po,glucose 6h post 75 g glucose po,urine,prthr,presence,0.04703026
white blood cells count,41897-0,glucose meter device vendor name,vendor device name,glucose meter device,id,,0.038649082
white blood cells count,54486-6,glucose mass volume water,glucose,water,mass concentration,mass volume,0.0595973
white blood cells count,54487-4,glucose mole volume water,glucose,water,substance concentration,mole volume,0.055706847
white blood cells count,43151-0,glucose meter device panel,glucose meter device panel,patient,,,0.037079558
white blood cells count,41899-6,glucose meter device vendor serial number,vendor serial number,glucose meter device,id,,0.044587083
white blood cells count,75864-9,hedis 2015 2018 value set glucose test,hedis 2015 2018 value set glucose test,patient,,,0.033590883
white blood cells count,90996-0,hedis 2019 2020 value set glucose test,hedis 2019 2020 value set glucose test,patient,,,0.03611052
white blood cells count,15076-3,glucose mole volume urine,glucose,urine,substance concentration,mole volume,0.06428632
white blood cells count,6763-7,glucose presence urine test strip 1 5 hour post 75 g glucose po,glucose 1 5h post 75 g glucose po,urine,prthr,presence,0.04370749
white blood cells count,1499-3,glucose mass volume serum plasma 1 hour post 0 5 g kg glucose iv,glucose 1h post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.093747154
white blood cells count,1501-6,glucose mass volume serum plasma 1 hour post 100 g glucose po,glucose 1h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.0860778
white blood cells count,14753-8,glucose mole volume serum plasma 1 hour post 100 g glucose po,glucose 1h post 100 g glucose po,serum plasma,substance concentration,mole volume,0.08272291
white blood cells count,14754-6,glucose mole volume serum plasma 1 hour post 50 g glucose po,glucose 1h post 50 g glucose po,serum plasma,substance concentration,mole volume,0.08211331
white blood cells count,1507-3,glucose mass volume serum plasma 1 hour post 75 g glucose po,glucose 1h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.08064421
white blood cells count,6748-8,glucose presence urine test strip 1 hour post 75 g glucose po,glucose 1h post 75 g glucose po,urine,prthr,presence,0.04433864
white blood cells count,51597-3,glucose mole volume serum plasma 1 hour post 75 g glucose po,glucose 1h post 75 g glucose po,serum plasma,substance concentration,mole volume,0.07234246
white blood cells count,1514-9,glucose mass volume serum plasma 2 hour post 100 g glucose po,glucose 2h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.08475264
white blood cells count,14757-9,glucose mole volume serum plasma 2 hour post 100 g glucose po,glucose 2h post 100 g glucose po,serum plasma,substance concentration,mole volume,0.08205301
white blood cells count,41024-1,glucose mass volume serum plasma 2 hour post 50 g glucose po,glucose 2h post 50 g glucose po,serum plasma,mass concentration,mass volume,0.0827848
white blood cells count,1518-0,glucose mass volume serum plasma 2 hour post 75 g glucose po,glucose 2h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.07995594
white blood cells count,14995-5,glucose mole volume serum plasma 2 hour post 75 g glucose po,glucose 2h post 75 g glucose po,serum plasma,substance concentration,mole volume,0.078180656
white blood cells count,9377-3,glucose mass volume serum plasma 4 5 hour post 100 g glucose po,glucose 4 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.08165393
white blood cells count,6756-1,glucose mass volume serum plasma 4 5 hour post 75 g glucose po,glucose 4 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.08014837
white blood cells count,101652-6,somatotropin glucose post glucose stimulation panel serum plasma,somatotropin glucose post glucose stimulation panel,serum plasma,,,0.044497155
white blood cells count,49689-3,glucose tolerance interpretation serum plasma narrative post 100 g glucose po,glucose tolerance post 100 g glucose po,serum plasma,imp,interpretation,0.066648066
white blood cells count,49688-5,glucose tolerance interpretation serum plasma narrative post 75 g glucose po,glucose tolerance post 75 g glucose po,serum plasma,imp,interpretation,0.061586
white blood cells count,101308-5,glucose post arginine stimulation panel serum plasma,glucose post arginine stimulation panel,serum plasma,,,0.04623486
white blood cells count,95102-0,glucose post fasting meal stimulation panel serum plasma,glucose post fasting meal stimulation panel,serum plasma,,,0.043051954
white blood cells count,92820-0,glucose post glucagon stimulation panel serum plasma,glucose post glucagon stimulation panel,serum plasma,,,0.051786285
white blood cells count,96077-3,hedis 2020 value set glucose test,hedis measurement year 2020 value set glucose test,patient,,,0.039123863
white blood cells count,16913-6,fasting glucose presence urine,glucose post cfst,urine,prthr,presence,0.031006388
white blood cells count,95126-9,lipid glucose panel serum plasma,lipid glucose panel,serum plasma,,,0.052198693
white blood cells count,45060-1,protein glucose panel urine test strip,protein glucose panel,urine,,,0.04877681
white blood cells count,99504-3,glucose mass volume interstitial fluid,glucose,interstitial fluid,mass concentration,mass volume,0.07187514
white blood cells count,53050-1,glucose mass volume total parental nutrition,glucose,tpn,mass concentration,mass volume,0.053771533
white blood cells count,2350-7,glucose mass volume urine,glucose,urine,mass concentration,mass volume,0.06799547
white blood cells count,35662-6,glucose mass volume urine collected unspecified duration,glucose,urine,mass concentration,mass volume,0.067531876
white blood cells count,21307-4,glucose mass time 10 hour urine,glucose,urine,mrat,mass time,0.06263461
white blood cells count,58997-8,glucose mass time 18 hour urine,glucose,urine,mrat,mass time,0.04016245
white blood cells count,18227-9,glucose mass time 6 hour urine,glucose,urine,mrat,mass time,0.057555065
white blood cells count,35212-0,glucose mass mole volume urine,glucose,urine,mass substance concentration,mass mole volume,0.04630863
white blood cells count,32174-5,glucose presence 24 hour urine,glucose,urine,prthr,presence,0.038938135
white blood cells count,51595-7,glucose presence stool,glucose,stool,prthr,presence,0.027524207
white blood cells count,74687-5,glucose mole volume 12 hour urine,glucose,urine,substance concentration,mole volume,0.067954026
white blood cells count,53084-0,glucose mole volume nonbiological fluid,glucose,flu nonbiological,substance concentration,mole volume,0.06460473
white blood cells count,105272-9,glucose mole volume interstitial fluid,glucose,interstitial fluid,substance concentration,mole volume,0.057506233
white blood cells count,74351-8,glucose mole volume urine collected unspecified duration,glucose,urine,substance concentration,mole volume,0.07164832
white blood cells count,74686-7,glucose mole time 12 hour urine,glucose,urine,srat,mole time,0.06295074
white blood cells count,1492-8,glucose mass volume serum plasma 1 5 hour post 0 5 g kg glucose iv,glucose 1 5h post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.090935975
white blood cells count,1494-4,glucose mass volume serum plasma 1 5 hour post 100 g glucose po,glucose 1 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.0883749
white blood cells count,1496-9,glucose mass volume serum plasma 1 5 hour post 75 g glucose po,glucose 1 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.084389895
white blood cells count,55351-1,glucose mole volume serum plasma 1 5 hour post 75 g glucose po,glucose 1 5h post 75 g glucose po,serum plasma,substance concentration,mole volume,0.07120641
white blood cells count,1504-0,glucose mass volume serum plasma 1 hour post 50 g glucose po,glucose 1h post 50 g glucose po,serum plasma,mass concentration,mass volume,0.085819416
white blood cells count,61153-3,glucose mass volume peritoneal dialysis fluid baseline,glucose baseline,dial fluid prt,mass concentration,mass volume,0.060671598
white blood cells count,1547-9,glucose mass volume serum plasma baseline,glucose baseline,serum plasma,mass concentration,mass volume,0.08824319
white blood cells count,14768-6,glucose mole volume serum plasma baseline,glucose baseline,serum plasma,substance concentration,mole volume,0.08628259
white blood cells count,63382-6,fasting glucose mass volume urine,glucose post cfst,urine,mass concentration,mass volume,0.061604787
white blood cells count,53114-5,fasting glucose mole volume urine,glucose post cfst,urine,substance concentration,mole volume,0.05420211
white blood cells count,55394-1,protein glucose panel cerebral spinal fluid,protein glucose panel,cerebrospinal fluid,,,0.034863964
white blood cells count,21305-8,glucose mass volume 24 hour urine,glucose,urine,mass concentration,mass volume,0.06634555
white blood cells count,2343-2,glucose mass volume dialysis fluid,glucose,dial fluid,mass concentration,mass volume,0.06671244
white blood cells count,14386-7,glucose mass volume gastric fluid,glucose,gast fluid,mass concentration,mass volume,0.06725449
white blood cells count,33405-2,glucose mass volume pericardial fluid,glucose,pericard fluid,mass concentration,mass volume,0.061688844
white blood cells count,2347-3,glucose mass volume peritoneal fluid,glucose,periton fluid,mass concentration,mass volume,0.06573373
white blood cells count,2346-5,glucose mass volume pleural fluid,glucose,plr fluid,mass concentration,mass volume,0.06768804
white blood cells count,48036-8,glucose mass volume stool,glucose,stool,mass concentration,mass volume,0.06444187
white blood cells count,16903-7,glucose mass volume vitreous fluid,glucose,vitr fluid,mass concentration,mass volume,0.07084601
white blood cells count,2351-5,glucose mass time 24 hour urine,glucose,urine,mrat,mass time,0.05445573
white blood cells count,21306-6,glucose mass time 8 hour urine,glucose,urine,mrat,mass time,0.052141782
white blood cells count,25916-8,glucose mole volume 24 hour urine,glucose,urine,substance concentration,mole volume,0.0703778
white blood cells count,15075-5,glucose mole volume dialysis fluid,glucose,dial fluid,substance concentration,mole volume,0.067881644
white blood cells count,39479-1,glucose mole volume pericardial fluid,glucose,pericard fluid,substance concentration,mole volume,0.05667568
white blood cells count,14748-8,glucose mole volume peritoneal fluid,glucose,periton fluid,substance concentration,mole volume,0.06887223
white blood cells count,14747-0,glucose mole volume pleural fluid,glucose,plr fluid,substance concentration,mole volume,0.070782885
white blood cells count,47620-0,glucose mole volume stool,glucose,stool,substance concentration,mole volume,0.06078211
white blood cells count,22705-8,glucose mole volume urine test strip,glucose,urine,substance concentration,mole volume,0.06887244
white blood cells count,39478-3,glucose mole volume vitreous fluid,glucose,vitr fluid,substance concentration,mole volume,0.056130104
white blood cells count,15077-1,glucose mole time 24 hour urine,glucose,urine,srat,mole time,0.0616521
white blood cells count,97506-0,glucose management indicator,glucose management indicator,interstitial fluid,nfr,,0.040964205
white blood cells count,40488-9,glucose creatinine ratio urine,glucose creatinine,urine,ratio,ratio,0.04456291
white blood cells count,97533-4,somatotropin post glucose stimulation panel serum plasma,somatotropin post glucose stimulation panel,serum plasma,,,0.04540113
white blood cells count,51419-0,sodium mole volume corrected glucose serum plasma,sodium corrected glucose,serum plasma,substance concentration,mole volume,0.07424013
white blood cells count,101132-9,glucose post xxx challenge panel serum plasma,glucose post xxx challenge panel,serum plasma,,,0.06329677
white blood cells count,79264-8,glucose mole volume peritoneal dialysis fluid overnight dwell,glucose overnight dwell,dial fluid prt,substance concentration,mole volume,0.05588601
white blood cells count,53049-3,glucose mass volume serum plasma pre meal,glucose pre meal,serum plasma,mass concentration,mass volume,0.07219051
white blood cells count,40193-5,glucose mole volume serum plasma pre meal,glucose pre meal,serum plasma,substance concentration,mole volume,0.062035296
white blood cells count,6300-8,glucose mass volume amniotic fluid,glucose,amnio fluid,mass concentration,mass volume,0.07426113
white blood cells count,12628-4,glucose mass volume peritoneal dialysis fluid,glucose,dial fluid prt,mass concentration,mass volume,0.07202695
white blood cells count,5792-7,glucose mass volume urine test strip,glucose,urine,mass concentration,mass volume,0.082756065
white blood cells count,55860-1,glucose mass time 24 hour stool,glucose,stool,mrat,mass time,0.05492029
white blood cells count,25428-4,glucose presence urine test strip,glucose,urine,prthr,presence,0.048400797
white blood cells count,45297-9,glucose mole volume 24 hour dialysis fluid,glucose,dial fluid,substance concentration,mole volume,0.06672418
white blood cells count,14746-2,glucose mole volume peritoneal dialysis fluid,glucose,dial fluid prt,substance concentration,mole volume,0.06666188
white blood cells count,32318-8,glucose mole volume specimen,glucose,xxx,substance concentration,mole volume,0.059682805
white blood cells count,33352-6,glucose creatinine mass ratio urine,glucose creatinine,urine,mrto,mass ratio,0.04383741
white blood cells count,34312-9,glucose creatinine molar ratio urine,glucose creatinine,urine,srto,molar ratio,0.058698915
white blood cells count,46223-4,glucose mole volume dialysis fluid overnight,glucose overnight,dial fluid,substance concentration,mole volume,0.06332178
white blood cells count,16165-3,glucose mass volume serum plasma 10 specimen,glucose 10 specimen,serum plasma,mass concentration,mass volume,0.09442956
white blood cells count,48991-4,glucose mass volume serum plasma 10 pm specimen,glucose 10 pm specimen,serum plasma,mass concentration,mass volume,0.08882986
white blood cells count,16166-1,glucose mass volume serum plasma 11 specimen,glucose 11 specimen,serum plasma,mass concentration,mass volume,0.08922251
white blood cells count,59812-8,glucose mole volume serum plasma 11 specimen,glucose 11 specimen,serum plasma,substance concentration,mole volume,0.078150265
white blood cells count,48992-2,glucose mass volume serum plasma 12 specimen,glucose 12 specimen,serum plasma,mass concentration,mass volume,0.087496065
white blood cells count,45052-8,glucose mole volume serum plasma 12 specimen,glucose 12 specimen,serum plasma,substance concentration,mole volume,0.08038562
white blood cells count,16906-0,glucose presence urine 3rd specimen post xxx challenge,glucose 3rd specimen post xxx challenge,urine,prthr,presence,0.044262182
white blood cells count,16169-5,glucose mass volume serum plasma 4 pm specimen,glucose 4 pm specimen,serum plasma,mass concentration,mass volume,0.09452791
white blood cells count,45055-1,glucose mole volume serum plasma 4 pm specimen,glucose 4 pm specimen,serum plasma,substance concentration,mole volume,0.08180678
white blood cells count,16907-8,glucose presence urine 4th specimen post xxx challenge,glucose 4th specimen post xxx challenge,urine,prthr,presence,0.04378533
white blood cells count,16170-3,glucose mass volume serum plasma 5 pm specimen,glucose 5 pm specimen,serum plasma,mass concentration,mass volume,0.08933869
white blood cells count,16908-6,glucose presence urine 5th specimen post xxx challenge,glucose 5th specimen post xxx challenge,urine,prthr,presence,0.044629283
white blood cells count,48994-8,glucose mass volume serum plasma 6 specimen,glucose 6 specimen,serum plasma,mass concentration,mass volume,0.086378664
white blood cells count,48989-8,glucose mass volume serum plasma 6 pm specimen,glucose 6 pm specimen,serum plasma,mass concentration,mass volume,0.084918894
white blood cells count,16909-4,glucose presence urine 6th specimen post xxx challenge,glucose 6th specimen post xxx challenge,urine,prthr,presence,0.047487706
white blood cells count,59814-4,glucose mole volume serum plasma 7 specimen,glucose 7 specimen,serum plasma,substance concentration,mole volume,0.08236859
white blood cells count,48986-4,glucose mass volume serum plasma 8 specimen,glucose 8 specimen,serum plasma,mass concentration,mass volume,0.08487172
white blood cells count,45053-6,glucose mole volume serum plasma 8 specimen,glucose 8 specimen,serum plasma,substance concentration,mole volume,0.07812244
white blood cells count,48990-6,glucose mass volume serum plasma 8 pm specimen,glucose 8 pm specimen,serum plasma,mass concentration,mass volume,0.084839046
white blood cells count,45056-9,glucose mole volume serum plasma 8 pm specimen,glucose 8 pm specimen,serum plasma,substance concentration,mole volume,0.07769455
white blood cells count,16911-0,glucose presence urine 8th specimen post xxx challenge,glucose 8th specimen post xxx challenge,urine,prthr,presence,0.039972305
white blood cells count,16912-8,glucose presence urine 9th specimen post xxx challenge,glucose 9th specimen post xxx challenge,urine,prthr,presence,0.039695755
white blood cells count,1555-2,glucose mass volume urine 12 hour fasting,glucose post 12h cfst,urine,mass concentration,mass volume,0.05952305
white blood cells count,6764-5,fasting glucose presence urine test strip,glucose post cfst,urine,prthr,presence,0.04126804
white blood cells count,92666-7,growth hormone glucose post clonidine stimulation panel serum plasma,growth hormone glucose post clonidine stimulation panel,serum plasma,,,0.039004788
white blood cells count,6883-3,glucose protein bound mass volume serum plasma,glucose protein bound,serum plasma,mass concentration,mass volume,0.07803161
white blood cells count,12629-2,glucose mass volume 24 hour peritoneal dialysis fluid,glucose,dial fluid prt,mass concentration,mass volume,0.07176795
white blood cells count,2344-0,glucose mass volume body fluid,glucose,body fluid,mass concentration,mass volume,0.07483309
white blood cells count,2342-4,glucose mass volume cerebral spinal fluid,glucose,cerebrospinal fluid,mass concentration,mass volume,0.071015716
white blood cells count,2345-7,glucose mass volume serum plasma,glucose,serum plasma,mass concentration,mass volume,0.085216165
white blood cells count,2348-1,glucose mass volume synovial fluid,glucose,synv fluid,mass concentration,mass volume,0.06699804
white blood cells count,93791-2,glucose mass volume mean serum plasma,glucose,serum plasma,mass concentration,mass volume,0.09138279
white blood cells count,20406-5,deprecated glucose mass volume urine test strip,glucose,urine,mfr,mass volume,0.057103146
white blood cells count,35211-2,glucose mass mole volume serum plasma,glucose,serum plasma,mass substance concentration,mass mole volume,0.064386405
white blood cells count,14745-4,glucose mole volume body fluid,glucose,body fluid,substance concentration,mole volume,0.0763044
white blood cells count,14744-7,glucose mole volume cerebral spinal fluid,glucose,cerebrospinal fluid,substance concentration,mole volume,0.075066335
white blood cells count,14750-4,glucose mole volume synovial fluid,glucose,synv fluid,substance concentration,mole volume,0.07165599
white blood cells count,57004-4,glucose creatinine mass ratio 24 hour urine,glucose creatinine,urine,mrto,mass ratio,0.047905847
white blood cells count,99602-5,glucose creatinine molar ratio 24 hour urine,glucose creatinine,urine,srto,molar ratio,0.05729937
white blood cells count,12613-6,glucose mass volume dialysis fluid 4 hour specimen,glucose 4h specimen,dial fluid,mass concentration,mass volume,0.0823277
white blood cells count,46222-6,glucose mole volume dialysis fluid 4 hour specimen,glucose 4h specimen,dial fluid,substance concentration,mole volume,0.070759885
white blood cells count,48988-0,glucose mass volume serum plasma 12 pm specimen,glucose 12 pm specimen,serum plasma,mass concentration,mass volume,0.08554853
white blood cells count,45054-4,glucose mole volume serum plasma 12 pm specimen,glucose 12 pm specimen,serum plasma,substance concentration,mole volume,0.079201154
white blood cells count,16904-5,glucose presence urine 1st specimen post xxx challenge,glucose 1st specimen post xxx challenge,urine,prthr,presence,0.043589797
white blood cells count,16167-9,glucose mass volume serum plasma 2 pm specimen,glucose 2 pm specimen,serum plasma,mass concentration,mass volume,0.09199529
white blood cells count,43278-1,glucose mass volume milk 2 hour post meal,glucose 2h post meal,milk,mass concentration,mass volume,0.04935671
white blood cells count,16905-2,glucose presence urine 2nd specimen post xxx challenge,glucose 2nd specimen post xxx challenge,urine,prthr,presence,0.04358793
white blood cells count,48993-0,glucose mass volume serum plasma 3 specimen,glucose 3 specimen,serum plasma,mass concentration,mass volume,0.08483946
white blood cells count,16168-7,glucose mass volume serum plasma 3 pm specimen,glucose 3 pm specimen,serum plasma,mass concentration,mass volume,0.090011284
white blood cells count,59815-1,glucose mole volume serum plasma 3 pm specimen,glucose 3 pm specimen,serum plasma,substance concentration,mole volume,0.07663669
white blood cells count,42615-5,glucose mass volume urine 30 minute post dose lactose po,glucose 30m post dose lactose po,urine,mass concentration,mass volume,0.059363846
white blood cells count,42604-9,glucose mass volume urine 3 hour post dose lactose po,glucose 3h post dose lactose po,urine,mass concentration,mass volume,0.060051218
white blood cells count,53474-3,glucose mole volume serum plasma 4 specimen,glucose 4 specimen,serum plasma,substance concentration,mole volume,0.08564902
white blood cells count,42629-6,glucose mass volume urine 4 hour post dose lactose po,glucose 4h post dose lactose po,urine,mass concentration,mass volume,0.06128928
white blood cells count,42631-2,glucose mass volume urine 5 hour post dose lactose po,glucose 5h post dose lactose po,urine,mass concentration,mass volume,0.058985967
white blood cells count,42609-8,glucose mass volume urine 6 hour post dose lactose po,glucose 6h post dose lactose po,urine,mass concentration,mass volume,0.06134274
white blood cells count,16910-2,glucose presence urine 7th specimen post xxx challenge,glucose 7th specimen post xxx challenge,urine,prthr,presence,0.04135127
white blood cells count,1558-6,fasting glucose mass volume serum plasma,glucose post cfst,serum plasma,mass concentration,mass volume,0.07833323
white blood cells count,35184-1,fasting glucose mass mole volume serum plasma,glucose post cfst,serum plasma,mass substance concentration,mass mole volume,0.058942176
white blood cells count,14771-0,fasting glucose mole volume serum plasma,glucose post cfst,serum plasma,substance concentration,mole volume,0.07919535
white blood cells count,16915-1,glucose mass volume serum plasma post meal,glucose post meal,serum plasma,mass concentration,mass volume,0.0737782
white blood cells count,53094-9,glucose mole volume serum plasma post meal,glucose post meal,serum plasma,substance concentration,mole volume,0.06897403
white blood cells count,16914-4,glucose mass volume serum plasma post xxx challenge,glucose post xxx challenge,serum plasma,mass concentration,mass volume,0.08635615
white blood cells count,53093-1,glucose mole volume serum plasma post xxx challenge,glucose post xxx challenge,serum plasma,substance concentration,mole volume,0.07724733
white blood cells count,53475-0,glucose mole volume serum plasma pre dose betaxolol,glucose pre dose betaxolol,serum plasma,substance concentration,mole volume,0.0758033
white blood cells count,48606-8,glucose mass volume serum plasma pre dose fructose po,glucose pre dose fructose po,serum plasma,mass concentration,mass volume,0.06981398
white blood cells count,54400-7,glucose mole volume serum plasma pre dose glucagon,glucose pre dose glucagon,serum plasma,substance concentration,mole volume,0.08020555
white blood cells count,12638-3,glucose mass volume serum plasma pre dose lactose po,glucose pre dose lactose po,serum plasma,mass concentration,mass volume,0.07305166
white blood cells count,59157-8,glucose mole volume serum plasma pre dose lactose po,glucose pre dose lactose po,serum plasma,substance concentration,mole volume,0.06327591
white blood cells count,40318-8,glucose mole volume serum plasma pre dose triple bolus,glucose pre dose triple bolus,serum plasma,substance concentration,mole volume,0.071405545
white blood cells count,39997-2,glucose mass volume serum plasma pre xxx challenge,glucose pre xxx challenge,serum plasma,mass concentration,mass volume,0.077894025
white blood cells count,40148-9,glucose mole volume serum plasma pre xxx challenge,glucose pre xxx challenge,serum plasma,substance concentration,mole volume,0.07237527
white blood cells count,54246-4,protein glucose panel mass volume body fluid,protein glucose panel,body fluid,mass concentration,mass volume,0.05469485
white blood cells count,34546-2,protein glucose panel mass volume cerebral spinal fluid,protein glucose panel,cerebrospinal fluid,mass concentration,mass volume,0.056694742
white blood cells count,47621-8,glucose iv mass dose,glucose iv,dose,mass,mass,0.048631072
white blood cells count,4269-7,glucose po mass dose,glucose po,dose,mass,mass,0.05417255
white blood cells count,57797-3,glucose mass volume stool post hydrolysis,glucose,stool,mass concentration,mass volume,0.06026402
white blood cells count,53328-1,glucose mass volume urine automated test strip,glucose,urine,mass concentration,mass volume,0.07583839
white blood cells count,97507-8,average glucose mass volume interstitial fluid reporting period,glucose,interstitial fluid,mass concentration,mass volume,0.07849299
white blood cells count,50555-2,glucose presence urine automated test strip,glucose,urine,prthr,presence,0.046303585
white blood cells count,59156-0,glucose mole volume urine automated test strip,glucose,urine,substance concentration,mole volume,0.07296498
white blood cells count,40366-7,glucose mole time 24 hour body fluid,glucose,body fluid,srat,mole time,0.061949648
