Query,LOINC Code,Name,Component,System,Property,Measurement,Normalized_Score
glucose in blood,88976-6,wbc cast area urine sediment,leukocyte cast,urine sed,naric,area,0.060035124
glucose in blood,53317-4,leukocyte clump presence urine automated,leukocyte clump,urine,prthr,presence,0.059054002
glucose in blood,5799-2,leukocyte esterase presence urine test strip,leukocyte esterase,urine,prthr,presence,0.07404992
glucose in blood,69866-2,process variable assay human leukocyte antigen hla phenx,process variable assay human leukocyte antigen hla,patient,,,0.06044353
glucose in blood,48266-1,grass allergen mix e cocksfoot meadow fescue velvet grass perennial rye grass timothy kentucky blue grass triggered leukotriene release mass volume leukocyte,dactylis glomerata festuca elatior holcus lanatus lolium perenne phleum pratense poa pratensis leukotriene release,wbc,mass concentration,mass volume,0.082822375
glucose in blood,5415-5,deprecated cd10 cd20,cd10 cd20,wbc,amount concentration,,0.057459403
glucose in blood,5436-1,deprecated cd15 cell 100 cell blood,cd15,wbc,amount concentration,,0.06740382
glucose in blood,5438-7,deprecated cd3 cd16 cd56 cell 100 cell blood,cd16 cd56 cd3,wbc,amount concentration,,0.0663939
glucose in blood,5498-1,deprecated cd5 cd2 cell 100 cell blood,cd5 cd2,wbc,amount concentration,,0.065870695
glucose in blood,62875-0,phenx assay human leukocyte antigen hla genotyping protocol 160601,phenx assay human leukocyte antigen hla genotyping protocol 160601,patient,,,0.056252975
glucose in blood,5474-2,deprecated cd4 cell cd8 ratio blood,cd4 cd8 ratio,wbc,amount concentration,,0.06416352
glucose in blood,5473-4,deprecated cd4 cd8 cell 100 cell blood,cd4 cd8,wbc,amount concentration,,0.06365869
glucose in blood,53279-6,wbc cast presence urine computer assisted method,leukocyte cast,urine,prthr,presence,0.05131406
glucose in blood,33825-1,wbc cast presence urine sediment light microscopy,leukocyte cast,urine sed,prthr,presence,0.059000954
glucose in blood,67848-2,leukocyte clump presence urine sediment light microscopy,leukocyte clump,urine sed,prthr,presence,0.07065504
glucose in blood,60026-2,leukocyte esterase presence urine automated test strip,leukocyte esterase,urine,prthr,presence,0.070253335
glucose in blood,32782-5,leukocyte esterase nitrite presence urine test strip,leukocyte esterase nitrite,urine,prthr,presence,0.07303799
glucose in blood,75604-9,fetal sex cell free maternal wbc dna dosage chromosome specific circulating cell free ccf dna,fetal sex,wbc dna plasma cfdna,find,,0.06703078
glucose in blood,33228-8,wbc cast area urine computer assisted method,leukocyte cast,urine,naric,area,0.05921003
glucose in blood,49103-5,wbc cast area urine sediment microscopy high power field,leukocyte cast,urine sed,naric,area,0.07295828
glucose in blood,5820-6,wbc cast area urine sediment microscopy low power field,leukocyte cast,urine sed,naric,area,0.07262026
glucose in blood,46420-6,leukocyte clump area urine sediment microscopy high power field,leukocyte clump,urine sed,naric,area,0.080899075
glucose in blood,10446-3,leukocyte common ag presence tissue immune stain,leukocyte common ag,tissue,prthr,presence,0.0675115
glucose in blood,59262-6,leukocyte esterase presence cerebral spinal fluid test strip,leukocyte esterase,cerebrospinal fluid,prthr,presence,0.060808145
glucose in blood,75601-5,fetal 1p36 deletion risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal 1p36 deletion risk,wbc dna plasma cfdna,likelihood,likelihood,0.05487864
glucose in blood,75589-2,fetal angelman syndrome risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal angelman syndrome risk,wbc dna plasma cfdna,likelihood,likelihood,0.061515205
glucose in blood,75569-4,fetal monosomy x risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal monosomy x risk,wbc dna plasma cfdna,likelihood,likelihood,0.059468206
glucose in blood,75600-7,fetal 1p36 deletion risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal 1p36 deletion risk,wbc dna plasma cfdna,likelihood,likelihood,0.05026062
glucose in blood,75577-7,fetal 22q11 2 deletion risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal 22q11 2 deletion risk,wbc dna plasma cfdna,likelihood,likelihood,0.055228475
glucose in blood,75576-9,fetal 22q11 2 deletion risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal 22q11 2 deletion risk,wbc dna plasma cfdna,likelihood,likelihood,0.050819524
glucose in blood,75595-9,fetal 5p deletion risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal 5p deletion risk,wbc dna plasma cfdna,likelihood,likelihood,0.059437886
glucose in blood,75594-2,fetal 5p deletion risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal 5p deletion risk,wbc dna plasma cfdna,likelihood,likelihood,0.053530067
glucose in blood,75588-4,fetal angelman syndrome risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal angelman syndrome risk,wbc dna plasma cfdna,likelihood,likelihood,0.055003174
glucose in blood,75567-8,fetal monosomy x risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal monosomy x risk,wbc dna plasma cfdna,likelihood,likelihood,0.053508796
glucose in blood,75583-5,fetal prader willi syndrome risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal prader willi syndrome risk,wbc dna plasma cfdna,likelihood,likelihood,0.055701047
glucose in blood,75582-7,fetal prader willi syndrome risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal prader willi syndrome risk,wbc dna plasma cfdna,likelihood,likelihood,0.04945348
glucose in blood,75551-2,fetal trisomy 13 risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal trisomy 13 risk,wbc dna plasma cfdna,likelihood,likelihood,0.056271486
glucose in blood,96981-6,trisomy 13 trisomy 18 triploidy risk likelihood plasma cell free wbc dna calculation,fetal trisomy 13 trisomy 18 triploidy risk,wbc dna plasma cfdna,likelihood,likelihood,0.0534907
glucose in blood,75602-3,fetal 1p36 deletion risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal 1p36 deletion risk,wbc dna plasma cfdna,imp,interpretation,0.05564724
glucose in blood,75578-5,fetal 22q11 2 deletion risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal 22q11 2 deletion risk,wbc dna plasma cfdna,imp,interpretation,0.054192785
glucose in blood,75590-0,fetal angelman syndrome risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal angelman syndrome risk,wbc dna plasma cfdna,imp,interpretation,0.063584924
glucose in blood,75570-2,fetal monosomy x risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal monosomy x risk,wbc dna plasma cfdna,imp,interpretation,0.056708694
glucose in blood,75584-3,fetal prader willi syndrome risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal prader willi syndrome risk,wbc dna plasma cfdna,imp,interpretation,0.054887895
glucose in blood,75572-8,fetal triploidy risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal triploidy risk,wbc dna plasma cfdna,imp,interpretation,0.05952132
glucose in blood,75548-8,fetal trisomy 13 risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal trisomy 13 risk,wbc dna plasma cfdna,likelihood,likelihood,0.052431803
glucose in blood,75557-9,fetal trisomy 18 risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal trisomy 18 risk,wbc dna plasma cfdna,likelihood,likelihood,0.056027465
glucose in blood,75555-3,fetal trisomy 18 risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal trisomy 18 risk,wbc dna plasma cfdna,likelihood,likelihood,0.049753927
glucose in blood,75563-7,fetal trisomy 21 risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal trisomy 21 risk,wbc dna plasma cfdna,likelihood,likelihood,0.055718176
glucose in blood,75561-1,fetal trisomy 21 risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal trisomy 21 risk,wbc dna plasma cfdna,likelihood,likelihood,0.048957907
glucose in blood,75547-0,noninvasive prenatal fetal aneuploidy microdeletion panel based plasma cell free wbc dna dosage chromosome specific circulating cell free ccf dna,noninvasive prenatal fetal aneuploidy microdeletion panel,wbc dna plasma cfdna,,,0.06348975
glucose in blood,96977-4,noninvasive prenatal fetal aneuploidy panel plasma cell free wbc dna dosage chromosome specific cfdna,noninvasive prenatal fetal aneuploidy panel,wbc dna plasma cfdna,,,0.063983314
glucose in blood,96978-2,noninvasive prenatal fetal aneuploidy 22q11 2 deletion panel plasma cell free wbc dna dosage chromosome specific cfdna,noninvasive prenatal fetal aneuploidy 22q11 2 deletion panel,wbc dna plasma cfdna,,,0.06177228
glucose in blood,75591-8,comment fetal angelman syndrome risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal angelman syndrome risk,wbc dna plasma cfdna,txt,text,0.07038595
glucose in blood,96980-8,comment overall fetal aneuploidy risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment overall fetal aneuploidy risk,wbc dna plasma cfdna,txt,text,0.06594598
glucose in blood,75596-7,fetal 5p deletion risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal 5p deletion risk,wbc dna plasma cfdna,imp,interpretation,0.058336373
glucose in blood,75552-0,fetal trisomy 13 risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal trisomy 13 risk,wbc dna plasma cfdna,imp,interpretation,0.05780185
glucose in blood,96979-0,trisomy 13 trisomy 18 triploidy risk interpretation plasma cell free wbc dna qualitative calculation,fetal trisomy 13 trisomy 18 triploidy risk,wbc dna plasma cfdna,imp,interpretation,0.059476357
glucose in blood,75558-7,fetal trisomy 18 risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal trisomy 18 risk,wbc dna plasma cfdna,imp,interpretation,0.053984612
glucose in blood,75564-5,fetal trisomy 21 risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal trisomy 21 risk,wbc dna plasma cfdna,imp,interpretation,0.054436807
glucose in blood,75603-1,comment fetal 1p36 deletion risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal 1p36 deletion risk,wbc dna plasma cfdna,txt,text,0.0660529
glucose in blood,75579-3,comment fetal 22q11 2 deletion risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal 22q11 2 deletion risk,wbc dna plasma cfdna,txt,text,0.066234
glucose in blood,75571-0,comment fetal monosomy x risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal monosomy x risk,wbc dna plasma cfdna,txt,text,0.067314655
glucose in blood,75585-0,comment fetal prader willi syndrome risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal prader willi syndrome risk,wbc dna plasma cfdna,txt,text,0.06609213
glucose in blood,75573-6,comment fetal triploidy risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal triploidy risk,wbc dna plasma cfdna,imp,interpretation,0.0651253
glucose in blood,75553-8,comment fetal trisomy 13 risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal trisomy 13 risk,wbc dna plasma cfdna,txt,text,0.06605587
glucose in blood,75559-5,comment fetal trisomy 18 risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal trisomy 18 risk,wbc dna plasma cfdna,txt,text,0.06504905
glucose in blood,75597-5,comment fetal 5p deletion risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal 5p deletion risk,wbc dna plasma cfdna,txt,text,0.06815501
glucose in blood,75565-2,comment fetal trisomy 21 risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal trisomy 21 risk,wbc dna plasma cfdna,txt,text,0.06435774
glucose in blood,97510-2,glucose measurement range total glucose measurement reporting period,glucose measurement range total glucose measurement,interstitial fluid,nfr,,0.45680398
glucose in blood,2352-3,glucose cerebrospinal fluid glucose plasma,glucose cerebrospinal fluid glucose plasma,plasma cerebrospinal fluid,relmcnc,,0.4589266
glucose in blood,25670-1,glucose mass volume urine 30 minute post dose glucose,glucose 30m post dose glucose,urine,mass concentration,mass volume,0.46803093
glucose in blood,26540-5,glucose mass volume urine 3 hour post dose glucose,glucose 3h post dose glucose,urine,mass concentration,mass volume,0.47468945
glucose in blood,25675-0,glucose mass volume urine 4 hour post dose glucose,glucose 4h post dose glucose,urine,mass concentration,mass volume,0.47389987
glucose in blood,26542-1,glucose mass volume urine 5 hour post dose glucose,glucose 5h post dose glucose,urine,mass concentration,mass volume,0.4726388
glucose in blood,26545-4,glucose mass volume urine 6 hour post dose glucose,glucose 6h post dose glucose,urine,mass concentration,mass volume,0.4730865
glucose in blood,18296-4,glucose interpretation serum plasma post dose glucose,glucose post dose glucose,serum plasma,imp,interpretation,0.46555936
glucose in blood,47622-6,glucose mole volume serum plasma pre dose glucose,glucose pre dose glucose,serum plasma,substance concentration,mole volume,0.47079533
glucose in blood,72650-5,glucose serum glucose pericard fluid molar concentration difference,glucose serum glucose pericard fluid,pericard fluid serum plasma,scncdiff,molar concentration difference,0.45965838
glucose in blood,72649-7,glucose serum glucose peritoneal fluid molar concentration difference,glucose serum glucose perition fluid,periton fluid serum plasma,scncdiff,molar concentration difference,0.46372628
glucose in blood,72651-3,glucose serum glucose pleural fluid molar concentration difference,glucose serum glucose plr fluid,serum plasma plr fluid,scncdiff,molar concentration difference,0.46005872
glucose in blood,30265-3,glucose mole volume serum plasma 1 3 hour post dose glucose,glucose 1 3h post dose glucose,serum plasma,substance concentration,mole volume,0.46777815
glucose in blood,30266-1,glucose mole volume serum plasma 1 6 hour post dose glucose,glucose 1 6h post dose glucose,serum plasma,substance concentration,mole volume,0.4682478
glucose in blood,40286-7,glucose mole volume serum plasma 105 minute post dose glucose,glucose 105m post dose glucose,serum plasma,substance concentration,mole volume,0.46876997
glucose in blood,48984-9,glucose mass volume serum plasma 10 minute post dose glucose,glucose 10m post dose glucose,serum plasma,mass concentration,mass volume,0.479148
glucose in blood,32359-2,glucose mole volume serum plasma 10 minute post dose glucose,glucose 10m post dose glucose,serum plasma,substance concentration,mole volume,0.46652606
glucose in blood,25663-6,glucose mole volume serum plasma 15 minute post dose glucose,glucose 15m post dose glucose,serum plasma,substance concentration,mole volume,0.4714819
glucose in blood,48109-3,glucose mole volume serum plasma 15 minute pre dose glucose,glucose 15m pre dose glucose,serum plasma,substance concentration,mole volume,0.46642384
glucose in blood,25664-4,glucose mass volume urine 1 hour post dose glucose,glucose 1h post dose glucose,urine,mass concentration,mass volume,0.4701008
glucose in blood,30267-9,glucose mole volume serum plasma 2 3 hour post dose glucose,glucose 2 3h post dose glucose,serum plasma,substance concentration,mole volume,0.4663295
glucose in blood,26554-6,glucose mass volume serum plasma 2 5 hour post dose glucose,glucose 2 5h post dose glucose,serum plasma,mass concentration,mass volume,0.48297304
glucose in blood,26537-1,glucose presence urine test strip 2 5 hour post dose glucose,glucose 2 5h post dose glucose,urine,prthr,presence,0.44164526
glucose in blood,25666-9,glucose mole volume serum plasma 2 5 hour post dose glucose,glucose 2 5h post dose glucose,serum plasma,substance concentration,mole volume,0.47084534
glucose in blood,30251-3,glucose mole volume serum plasma 2 6 hour post dose glucose,glucose 2 6h post dose glucose,serum plasma,substance concentration,mole volume,0.46690622
glucose in blood,48985-6,glucose mass volume serum plasma 20 minute post dose glucose,glucose 20m post dose glucose,serum plasma,mass concentration,mass volume,0.47810686
glucose in blood,30263-8,glucose mole volume serum plasma 20 minute post dose glucose,glucose 20m post dose glucose,serum plasma,substance concentration,mole volume,0.46369132
glucose in blood,25667-7,glucose mass volume urine 2 hour post dose glucose,glucose 2h post dose glucose,urine,mass concentration,mass volume,0.4717731
glucose in blood,30252-1,glucose mole volume serum plasma 3 3 hour post dose glucose,glucose 3 3h post dose glucose,serum plasma,substance concentration,mole volume,0.4661879
glucose in blood,26555-3,glucose mass volume serum plasma 3 5 hour post dose glucose,glucose 3 5h post dose glucose,serum plasma,mass concentration,mass volume,0.4844496
glucose in blood,26538-9,glucose presence urine test strip 3 5 hour post dose glucose,glucose 3 5h post dose glucose,urine,prthr,presence,0.4420982
glucose in blood,25669-3,glucose mole volume serum plasma 3 5 hour post dose glucose,glucose 3 5h post dose glucose,serum plasma,substance concentration,mole volume,0.47320253
glucose in blood,30253-9,glucose mole volume serum plasma 3 6 hour post dose glucose,glucose 3 6h post dose glucose,serum plasma,substance concentration,mole volume,0.46755186
glucose in blood,1491-0,glucose mass volume urine 30 minute post 100 g glucose po,glucose 30m post 100 g glucose po,urine,mass concentration,mass volume,0.46905813
glucose in blood,20439-6,glucose mass volume serum plasma 30 minute post dose glucose,glucose 30m post dose glucose,serum plasma,mass concentration,mass volume,0.48163256
glucose in blood,26548-8,glucose presence urine test strip 30 minute post dose glucose,glucose 30m post dose glucose,urine,prthr,presence,0.4386835
glucose in blood,14763-7,glucose mole volume serum plasma 30 minute post dose glucose,glucose 30m post dose glucose,serum plasma,substance concentration,mole volume,0.4673318
glucose in blood,1531-3,deprecated glucose mass volume serum plasma 3 hour post 100 g glucose po,glucose 3h post 100 g glucose po,serum,mass concentration,mass volume,0.46309733
glucose in blood,1532-1,glucose mass volume urine 3 hour post 100 g glucose po,glucose 3h post 100 g glucose po,urine,mass concentration,mass volume,0.46893352
glucose in blood,57970-6,glucose mass volume urine 3 hour post 75 g glucose po,glucose 3h post 75 g glucose po,urine,mass concentration,mass volume,0.46704075
glucose in blood,19105-6,glucose interpretation serum plasma 3 hour post dose glucose,glucose 3h post dose glucose,serum plasma,imp,interpretation,0.4612489
glucose in blood,20437-0,glucose mass volume serum plasma 3 hour post dose glucose,glucose 3h post dose glucose,serum plasma,mass concentration,mass volume,0.4839853
glucose in blood,26549-6,glucose presence urine test strip 3 hour post dose glucose,glucose 3h post dose glucose,urine,prthr,presence,0.44413754
glucose in blood,14765-2,glucose mole volume serum plasma 3 hour post dose glucose,glucose 3h post dose glucose,serum plasma,substance concentration,mole volume,0.47110727
glucose in blood,30264-6,glucose mole volume serum plasma 40 minute post dose glucose,glucose 40m post dose glucose,serum plasma,substance concentration,mole volume,0.4617509
glucose in blood,26539-7,glucose mass volume serum plasma 45 minute post dose glucose,glucose 45m post dose glucose,serum plasma,mass concentration,mass volume,0.48150933
glucose in blood,25673-5,glucose mole volume serum plasma 45 minute post dose glucose,glucose 45m post dose glucose,serum plasma,substance concentration,mole volume,0.47023988
glucose in blood,1538-8,glucose mass volume urine 4 hour post 100 g glucose po,glucose 4h post 100 g glucose po,urine,mass concentration,mass volume,0.4670757
glucose in blood,26541-3,glucose mass volume serum plasma 4 hour post dose glucose,glucose 4h post dose glucose,serum plasma,mass concentration,mass volume,0.4842798
glucose in blood,26550-4,glucose presence urine test strip 4 hour post dose glucose,glucose 4h post dose glucose,urine,prthr,presence,0.44122097
glucose in blood,14766-0,glucose mole volume serum plasma 4 hour post dose glucose,glucose 4h post dose glucose,serum plasma,substance concentration,mole volume,0.47182032
glucose in blood,25676-8,glucose mole volume serum plasma 5 5 hour post dose glucose,glucose 5 5h post dose glucose,serum plasma,substance concentration,mole volume,0.4679928
glucose in blood,1541-2,glucose mass volume urine 5 hour post 100 g glucose po,glucose 5h post 100 g glucose po,urine,mass concentration,mass volume,0.4685437
glucose in blood,26543-9,glucose mass volume serum plasma 5 hour post dose glucose,glucose 5h post dose glucose,serum plasma,mass concentration,mass volume,0.48386154
glucose in blood,26551-2,glucose presence urine test strip 5 hour post dose glucose,glucose 5h post dose glucose,urine,prthr,presence,0.4414301
glucose in blood,14767-8,glucose mole volume serum plasma 5 hour post dose glucose,glucose 5h post dose glucose,serum plasma,substance concentration,mole volume,0.4672289
glucose in blood,47859-4,glucose mole volume serum plasma 5 minute post dose glucose,glucose 5m post dose glucose,serum plasma,substance concentration,mole volume,0.46876997
glucose in blood,1545-3,deprecated glucose mass volume serum plasma 6 hour post 100 g glucose po,glucose 6h post 100 g glucose po,serum,mass concentration,mass volume,0.46599174
glucose in blood,1546-1,glucose mass volume urine 6 hour post 100 g glucose po,glucose 6h post 100 g glucose po,urine,mass concentration,mass volume,0.47173
glucose in blood,26544-7,glucose mass volume serum plasma 6 hour post dose glucose,glucose 6h post dose glucose,serum plasma,mass concentration,mass volume,0.48457572
glucose in blood,26552-0,glucose presence urine test strip 6 hour post dose glucose,glucose 6h post dose glucose,urine,prthr,presence,0.44390616
glucose in blood,25677-6,glucose mole volume serum plasma 6 hour post dose glucose,glucose 6h post dose glucose,serum plasma,substance concentration,mole volume,0.47290802
glucose in blood,40285-9,glucose mole volume serum plasma 75 minute post dose glucose,glucose 75m post dose glucose,serum plasma,substance concentration,mole volume,0.47009444
glucose in blood,20441-2,glucose mass volume serum plasma post 50 g glucose,glucose post 50 g glucose,serum plasma,mass concentration,mass volume,0.4904561
glucose in blood,1549-5,glucose mass volume serum plasma pre 100 g glucose po,glucose pre 100 g glucose po,serum plasma,mass concentration,mass volume,0.4787756
glucose in blood,70208-4,glucose mole volume serum plasma pre 100 g glucose po,glucose pre 100 g glucose po,serum plasma,substance concentration,mole volume,0.46826935
glucose in blood,25680-0,glucose mole volume serum plasma pre 50 g glucose po,glucose pre 50 g glucose po,serum plasma,substance concentration,mole volume,0.47174725
glucose in blood,1552-9,glucose mass volume serum plasma pre 75 g glucose po,glucose pre 75 g glucose po,serum plasma,mass concentration,mass volume,0.4802422
glucose in blood,14996-3,glucose mole volume serum plasma pre 75 g glucose po,glucose pre 75 g glucose po,serum plasma,substance concentration,mole volume,0.46902332
glucose in blood,34059-6,glucose mole volume serum plasma pre post dose glucose,glucose pre post dose glucose,serum plasma,substance concentration,mole volume,0.4687915
glucose in blood,74790-7,glucose challenge hydrogen breath test panel exhaled gas,glucose challenge panel,exhl gas,,,0.4317911
glucose in blood,104638-2,glucose standard deviation glucose mean reporting period interstitial fluid calculation,glucose standard deviation glucose mean,interstitial fluid,nfr,,0.44542658
glucose in blood,41896-2,type glucose meter device,class,glucose meter device,type,,0.10999032
glucose in blood,41898-8,vendor device model code glucose meter,vendor device model code,glucose meter device,id,,0.108076215
glucose in blood,72648-9,glucose serum glucose synovial fluid molar concentration difference,glucose serum glucose synv fluid,serum plasma synv fluid,scncdiff,molar concentration difference,0.44704086
glucose in blood,25678-4,glucose mass volume urine 1 5 hour post dose glucose,glucose 1 5h post dose glucose,urine,mass concentration,mass volume,0.47042087
glucose in blood,1503-2,glucose mass volume urine 1 hour post 100 g glucose po,glucose 1h post 100 g glucose po,urine,mass concentration,mass volume,0.47350976
glucose in blood,19104-9,glucose interpretation serum plasma 1 hour post dose glucose,glucose 1h post dose glucose,serum plasma,imp,interpretation,0.46176112
glucose in blood,26546-2,glucose presence urine test strip 1 hour post dose glucose,glucose 1h post dose glucose,urine,prthr,presence,0.4436533
glucose in blood,14756-1,glucose mole volume serum plasma 1 hour post dose glucose,glucose 1h post dose glucose,serum plasma,substance concentration,mole volume,0.47161394
glucose in blood,1515-6,deprecated glucose mass volume serum plasma 2 hour post 100 g glucose po,glucose 2h post 100 g glucose po,serum,mass concentration,mass volume,0.46331793
glucose in blood,1516-4,glucose mass volume urine 2 hour post 100 g glucose po,glucose 2h post 100 g glucose po,urine,mass concentration,mass volume,0.4690022
glucose in blood,1519-8,deprecated glucose mass volume serum plasma 2 hour post 75 g glucose po,glucose 2h post 75 g glucose po,serum,mass concentration,mass volume,0.46215317
glucose in blood,1520-6,glucose mass volume urine 2 hour post 75 g glucose po,glucose 2h post 75 g glucose po,urine,mass concentration,mass volume,0.46879497
glucose in blood,20436-2,glucose mass volume serum plasma 2 hour post dose glucose,glucose 2h post dose glucose,serum plasma,mass concentration,mass volume,0.48054928
glucose in blood,26547-0,glucose presence urine test strip 2 hour post dose glucose,glucose 2h post dose glucose,urine,prthr,presence,0.44373852
glucose in blood,14759-5,glucose mole volume serum plasma 2 hour post dose glucose,glucose 2h post dose glucose,serum plasma,substance concentration,mole volume,0.470876
glucose in blood,6754-6,glucose presence urine test strip 30 minute post 75 g glucose po,glucose 30m post 75 g glucose po,urine,prthr,presence,0.44009066
glucose in blood,25672-7,glucose mole volume serum plasma 4 5 hour post dose glucose,glucose 4 5h post dose glucose,serum plasma,substance concentration,mole volume,0.46976304
glucose in blood,1548-7,glucose mass volume serum plasma pre 0 5 g kg glucose iv,glucose pre 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.48366678
glucose in blood,66179-3,exclusion criterion fasting plasma glucose phenx,exclusion criterion fasting plasma glucose,patient,find,phenx,0.42104778
glucose in blood,97505-2,glucose standard deviation calculated,glucose standard deviation,interstitial fluid,mass concentration,,0.46133012
glucose in blood,74802-0,glucose challenge hydrogen breath test interpretation exhaled gas,glucose challenge,exhl gas,imp,interpretation,0.44279602
glucose in blood,41900-2,glucose meter device vendor software version,vendor software version,glucose meter device,id,,0.10376555
glucose in blood,1495-1,glucose mass volume urine 1 5 hour post 100 g glucose po,glucose 1 5h post 100 g glucose po,urine,mass concentration,mass volume,0.47278702
glucose in blood,20440-4,glucose mass volume serum plasma 1 5 hour post dose glucose,glucose 1 5h post dose glucose,serum plasma,mass concentration,mass volume,0.48347875
glucose in blood,26553-8,glucose presence urine test strip 1 5 hour post dose glucose,glucose 1 5h post dose glucose,urine,prthr,presence,0.44056737
glucose in blood,14752-0,glucose mole volume serum plasma 1 5 hour post dose glucose,glucose 1 5h post dose glucose,serum plasma,substance concentration,mole volume,0.47207326
glucose in blood,1498-5,glucose mass volume serum plasma 10 minute post 0 5 g kg glucose iv,glucose 10m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.4827338
glucose in blood,11142-7,glucose mass volume serum plasma 15 minute post 100 g glucose po,glucose 15m post 100 g glucose po,serum plasma,mass concentration,mass volume,0.47959667
glucose in blood,1502-4,deprecated glucose mass volume serum plasma 1 hour post 100 g glucose po,glucose 1h post 100 g glucose po,serum,mass concentration,mass volume,0.46788117
glucose in blood,1505-7,glucose mass volume urine 1 hour post 50 g glucose po,glucose 1h post 50 g glucose po,urine,mass concentration,mass volume,0.47195116
glucose in blood,1508-1,deprecated glucose mass volume serum plasma 1 hour post 75 g glucose po,glucose 1h post 75 g glucose po,serum,mass concentration,mass volume,0.46608305
glucose in blood,1509-9,glucose mass volume urine 1 hour post 75 g glucose po,glucose 1h post 75 g glucose po,urine,mass concentration,mass volume,0.47251087
glucose in blood,20438-8,glucose mass volume serum plasma 1 hour post dose glucose,glucose 1h post dose glucose,serum plasma,mass concentration,mass volume,0.48047897
glucose in blood,1512-3,glucose mass volume serum plasma 1 minute post 0 5 g kg glucose iv,glucose 1m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.48534527
glucose in blood,9375-7,glucose mass volume serum plasma 2 5 hour post 100 g glucose po,glucose 2 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.48165438
glucose in blood,6749-6,glucose mass volume serum plasma 2 5 hour post 75 g glucose po,glucose 2 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.48101535
glucose in blood,10966-0,glucose presence urine test strip 2 5 hour post 75 g glucose po,glucose 2 5h post 75 g glucose po,urine,prthr,presence,0.44386527
glucose in blood,55381-8,glucose mole volume serum plasma 2 5 hour post 75 g glucose po,glucose 2 5h post 75 g glucose po,serum plasma,substance concentration,mole volume,0.46236008
glucose in blood,1513-1,glucose mass volume serum plasma 20 minute post 0 5 g kg glucose iv,glucose 20m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.4803161
glucose in blood,6751-2,glucose presence urine test strip 2 hour post 75 g glucose po,glucose 2h post 75 g glucose po,urine,prthr,presence,0.44080758
glucose in blood,9376-5,glucose mass volume serum plasma 3 5 hour post 100 g glucose po,glucose 3 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.482105
glucose in blood,6752-0,glucose mass volume serum plasma 3 5 hour post 75 g glucose po,glucose 3 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.48254302
