Query,LOINC Code,Name,Component,System,Property,Measurement,Normalized_Score
calcium in serum,66132-2,mononuclear mesothelial cell leukocyte body fluid manual count,mononuclear mesothelial cell leukocyte,body fluid,nfr,,0.07611474
calcium in serum,6690-2,leukocyte volume blood automated count,leukocyte,blood,number concentration,volume,0.08076105
calcium in serum,804-5,leukocyte volume blood manual count,leukocyte,blood,number concentration,volume,0.081575155
calcium in serum,729-4,leukocyte volume blood manual count,leukocyte,blood,number concentration,volume,0.08101421
calcium in serum,92635-2,leukocyte volume buffy coat,leukocyte,blood buffy coat,number concentration,volume,0.0763467
calcium in serum,61182-2,leukocyte volume corrected nucleated erythrocyte blood fetus,leukocyte corrected nucleated erythrocyte,blood fetus,number concentration,volume,0.069404155
calcium in serum,62245-6,nucleated erythrocyte leukocyte ratio blood fetus automated count,erythrocyte nucleated leukocyte,blood fetus,ratio,ratio,0.07690265
calcium in serum,74451-6,cell leukocyte blood fetus,cell leukocyte,blood fetus,nfr,,0.06443745
calcium in serum,49498-9,leukocyte volume blood estimate,leukocyte,blood,number concentration,volume,0.086762
calcium in serum,30406-3,leukocyte volume blood,leukocyte,blood,number concentration,volume,0.08569706
calcium in serum,74354-2,epithelial cell leukocyte sputum,epithelial cell leukocyte,sputum,nfr,,0.054160833
calcium in serum,30443-6,mononuclear cell leukocyte gastric fluid,mononuclear cell leukocyte,gast fluid,nfr,,0.05358236
calcium in serum,26494-5,mononuclear cell leukocyte pleural fluid,mononuclear cell leukocyte,plr fluid,nfr,,0.06725928
calcium in serum,33028-2,leukocyte volume blood blood product unit,leukocyte,blood blood product unit,number concentration,volume,0.08647745
calcium in serum,709-6,blast leukocyte blood manual count,blast leukocyte,blood,nfr,,0.061075997
calcium in serum,707-0,basophil leukocyte blood manual count,basophil leukocyte,blood,nfr,,0.063956685
calcium in serum,31160-5,granulocyte leukocyte blood manual count,granulocyte leukocyte,blood,nfr,,0.08108088
calcium in serum,13599-6,promonocytes leukocyte blood manual count,promonocytes leukocyte,blood,nfr,,0.08013689
calcium in serum,6746-2,prolymphocytes leukocyte blood manual count,prolymphocytes leukocyte,blood,nfr,,0.07778645
calcium in serum,33831-9,lymphoblast leukocyte blood manual count,lymphoblast leukocyte,blood,nfr,,0.065625235
calcium in serum,62858-6,micromegakaryocytes leukocyte blood manual count,micromegakaryocytes leukocyte,blood,nfr,,0.074068
calcium in serum,33840-0,monoblast leukocyte blood manual count,monoblast leukocyte,blood,nfr,,0.06493686
calcium in serum,744-3,monocyte leukocyte blood manual count,monocyte leukocyte,blood,nfr,,0.06697973
calcium in serum,747-6,myeloblast leukocyte blood manual count,myeloblast leukocyte,blood,nfr,,0.06653283
calcium in serum,48052-5,leukocyte volume corrected nucleated erythrocyte body fluid,leukocyte corrected nucleated erythrocyte,body fluid,number concentration,volume,0.080406375
calcium in serum,55784-3,leukocyte volume corrected nucleated erythrocyte bone marrow,leukocyte corrected nucleated erythrocyte,bone mar,number concentration,volume,0.074572414
calcium in serum,48034-3,leukocyte volume corrected nucleated erythrocyte cerebral spinal fluid,leukocyte corrected nucleated erythrocyte,cerebrospinal fluid,number concentration,volume,0.07639542
calcium in serum,62440-3,nucleated erythrocyte leukocyte ratio body fluid automated count,erythrocyte nucleated leukocyte,body fluid,ratio,ratio,0.071589924
calcium in serum,41282-5,nucleated erythrocyte leukocyte ratio body fluid manual count,erythrocyte nucleated leukocyte,body fluid,ratio,ratio,0.080502614
calcium in serum,62441-1,nucleated erythrocyte leukocyte ratio cerebral spinal fluid automated count,erythrocyte nucleated leukocyte,cerebrospinal fluid,ratio,ratio,0.06491187
calcium in serum,62442-9,nucleated erythrocyte leukocyte ratio synovial fluid automated count,erythrocyte nucleated leukocyte,synv fluid,ratio,ratio,0.060668804
calcium in serum,48040-0,nucleated erythrocyte leukocyte ratio synovial fluid manual count,erythrocyte nucleated leukocyte,synv fluid,ratio,ratio,0.07745353
calcium in serum,47281-1,leukocyte volume cord blood,leukocyte,coord blood,number concentration,volume,0.07695615
calcium in serum,30405-5,leukocyte volume urine,leukocyte,urine,number concentration,volume,0.08755618
calcium in serum,24122-4,leukocyte volume urine manual count,leukocyte,urine,number concentration,volume,0.08740722
calcium in serum,49782-6,mononuclear cell leukocyte pericardial fluid,mononuclear cell leukocyte,pericard fluid,nfr,,0.068413414
calcium in serum,26495-2,mononuclear cell leukocyte peritoneal fluid,mononuclear cell leukocyte,periton fluid,nfr,,0.07449399
calcium in serum,26496-0,mononuclear cell leukocyte semen,mononuclear cell leukocyte,semen,nfr,,0.060345456
calcium in serum,34982-9,unidentified cell leukocyte peritoneal fluid,unidentified cell leukocyte,periton fluid,nfr,,0.073413
calcium in serum,34983-7,unidentified cell leukocyte pleural fluid,unidentified cell leukocyte,plr fluid,nfr,,0.06714777
calcium in serum,71669-6,blast leukocyte pure number fraction blood manual count,blast leukocyte,blood,nfr df,pure number fraction,0.06666567
calcium in serum,706-2,basophil leukocyte blood automated count,basophil leukocyte,blood,nfr,,0.06329965
calcium in serum,714-6,eosinophil leukocyte blood manual count,eosinophil leukocyte,blood,nfr,,0.06316567
calcium in serum,19023-1,granulocyte leukocyte blood automated count,granulocyte leukocyte,blood,nfr,,0.07909462
calcium in serum,783-1,promyelocytes leukocyte blood manual count,promyelocytes leukocyte,blood,nfr,,0.06999375
calcium in serum,74428-4,metamyelocytes neutrophilic leukocyte blood manual count,metamyelocytes neutrophilic leukocyte,blood,nfr,,0.06733243
calcium in serum,740-1,metamyelocytes leukocyte blood manual count,metamyelocytes leukocyte,blood,nfr,,0.07212208
calcium in serum,737-7,lymphocyte leukocyte blood manual count,lymphocyte leukocyte,blood,nfr,,0.064448215
calcium in serum,5905-5,monocyte leukocyte blood automated count,monocyte leukocyte,blood,nfr,,0.06602714
calcium in serum,71672-0,monocyte leukocyte pure number fraction blood manual count,monocyte leukocyte,blood,nfr df,pure number fraction,0.07328178
calcium in serum,15190-2,leukocyte identifier blood automated count,leukocyte,blood,prid,identifier,0.055419795
calcium in serum,730-2,leukocyte leukocyte blood manual count,leukocyte leukocyte,blood,nfr,,0.07158289
calcium in serum,23761-0,neutrophil leukocyte blood manual count,neutrophil leukocyte,blood,nfr,,0.06624018
calcium in serum,74427-6,myelocyte eosinophilic leukocyte blood manual count,myelocyte eosinophilic leukocyte,blood,nfr,,0.06688905
calcium in serum,74425-0,myelocyte neutrophilic leukocyte blood manual count,myelocyte neutrophilic leukocyte,blood,nfr,,0.06836738
calcium in serum,749-2,myelocyte leukocyte blood manual count,myelocyte leukocyte,blood,nfr,,0.07425153
calcium in serum,33849-1,plasma cell precursor leukocyte blood manual count,plasma cell precursor leukocyte,blood,nfr,,0.07026141
calcium in serum,62239-9,leukocyte volume blood fetus automated count,leukocyte,blood fetus,number concentration,volume,0.073093385
calcium in serum,51383-8,leukocyte volume blood automated count,leukocyte,blood,number concentration,volume,0.076913565
calcium in serum,14810-6,leukocyte volume bronchial specimen manual count,leukocyte,bronchial,number concentration,volume,0.06822031
calcium in serum,30431-1,mesothelial cell leukocyte pleural fluid,mesothelial cell leukocyte,plr fluid,nfr,,0.073235735
calcium in serum,50407-6,cell leukocyte identifier cerebral spinal fluid,cell leukocyte,cerebrospinal fluid,prid,identifier,0.052810848
calcium in serum,30401-4,leukocyte volume bronchial specimen,leukocyte,bronchial,number concentration,volume,0.064277425
calcium in serum,26467-1,leukocyte volume pleural fluid,leukocyte,plr fluid,number concentration,volume,0.08135974
calcium in serum,105102-8,leukocyte clump volume urine,leukocyte clump,urine,number concentration,volume,0.08520835
calcium in serum,51487-7,leukocyte volume urine automated count,leukocyte,urine,number concentration,volume,0.08237764
calcium in serum,30457-6,nonhematic cell leukocyte body fluid,nonhematic cell leukocyte,body fluid,nfr,,0.078720376
calcium in serum,30456-8,nonhematic cell leukocyte cerebral spinal fluid,nonhematic cell leukocyte,cerebrospinal fluid,nfr,,0.07107502
calcium in serum,26493-7,mononuclear cell leukocyte body fluid,mononuclear cell leukocyte,body fluid,nfr,,0.076253705
calcium in serum,26492-9,mononuclear cell leukocyte cerebral spinal fluid,mononuclear cell leukocyte,cerebrospinal fluid,nfr,,0.06969209
calcium in serum,58802-0,mononuclear cell leukocyte peritoneal dialysis fluid,mononuclear cell leukocyte,dial fluid prt,nfr,,0.058994766
calcium in serum,26497-8,mononuclear cell leukocyte synovial fluid,mononuclear cell leukocyte,synv fluid,nfr,,0.06320904
calcium in serum,17803-8,plasma cell leukocyte body fluid,plasma cell leukocyte,body fluid,nfr,,0.085803226
calcium in serum,47413-0,plasma cell leukocyte cerebral spinal fluid,plasma cell leukocyte,cerebrospinal fluid,nfr,,0.07456953
calcium in serum,100708-7,plasma cell leukocyte synovial fluid,plasma cell leukocyte,synv fluid,nfr,,0.06535722
calcium in serum,34985-2,unidentified cell leukocyte body fluid,unidentified cell leukocyte,body fluid,nfr,,0.07671447
calcium in serum,34984-5,unidentified cell leukocyte synovial fluid,unidentified cell leukocyte,synv fluid,nfr,,0.063176654
calcium in serum,30468-3,unidentified cell leukocyte cerebral spinal fluid,unidentified cell leukocyte,cerebrospinal fluid,nfr,,0.07024339
calcium in serum,21114-4,deprecated blast 100 leukocyte blood automated count,blast 100 leukocyte,blood,nfr,,0.06432439
calcium in serum,33786-5,immature basophil leukocyte blood manual count,basophil immature leukocyte,blood,nfr,,0.06079637
calcium in serum,71680-3,basophil leukocyte pure number fraction blood automated count,basophil leukocyte,blood,nfr df,pure number fraction,0.068742886
calcium in serum,71675-3,basophil leukocyte pure number fraction blood manual count,basophil leukocyte,blood,nfr df,pure number fraction,0.06998925
calcium in serum,33803-8,immature eosinophil leukocyte blood manual count,eosinophil immature leukocyte,blood,nfr,,0.058431074
calcium in serum,713-8,eosinophil leukocyte blood automated count,eosinophil leukocyte,blood,nfr,,0.062810436
calcium in serum,71679-5,eosinophil leukocyte pure number fraction blood automated count,eosinophil leukocyte,blood,nfr df,pure number fraction,0.07080736
calcium in serum,71674-6,eosinophil leukocyte pure number fraction blood manual count,eosinophil leukocyte,blood,nfr df,pure number fraction,0.07061313
calcium in serum,71695-1,immature granulocyte leukocyte blood automated count,granulocyte immature leukocyte,blood,nfr,,0.07904907
calcium in serum,71666-2,promyelocytes leukocyte pure number fraction blood manual count,promyelocytes leukocyte,blood,nfr df,pure number fraction,0.07661823
calcium in serum,51713-6,deprecated metamyelocytes 100 leukocyte blood automated count,metamyelocytes 100 leukocyte,blood,nfr,,0.06842743
calcium in serum,71668-8,metamyelocytes leukocyte pure number fraction blood manual count,metamyelocytes leukocyte,blood,nfr df,pure number fraction,0.07813542
calcium in serum,29261-5,abnormal lymphocyte leukocyte blood manual count,lymphocyte abnormal leukocyte,blood,nfr,,0.06505408
calcium in serum,15197-7,lymphocyte clefted leukocyte blood manual count,lymphocyte clefted leukocyte,blood,nfr,,0.07150996
calcium in serum,33833-5,lymphocyte immunoblastic leukocyte blood manual count,lymphocyte immunoblastic leukocyte,blood,nfr,,0.0679059
calcium in serum,33835-0,lymphocyte plasmacytoid leukocyte blood manual count,lymphocyte plasmacytoid leukocyte,blood,nfr,,0.065931685
calcium in serum,736-9,lymphocyte leukocyte blood automated count,lymphocyte leukocyte,blood,nfr,,0.069234915
calcium in serum,71678-7,lymphocyte leukocyte pure number fraction blood automated count,lymphocyte leukocyte,blood,nfr df,pure number fraction,0.0769299
calcium in serum,71673-8,lymphocyte leukocyte pure number fraction blood manual count,lymphocyte leukocyte,blood,nfr df,pure number fraction,0.0773052
calcium in serum,70028-6,megakaryocytic nucleus leukocyte blood manual count,megakaryocytic nucleus leukocyte,blood,nfr,,0.08042574
calcium in serum,29259-9,monocyte abnormal leukocyte blood manual count,monocyte abnormal leukocyte,blood,nfr,,0.06343566
calcium in serum,33842-6,immature monocyte leukocyte blood manual count,monocyte immature leukocyte,blood,nfr,,0.06720458
calcium in serum,71677-9,monocyte leukocyte pure number fraction blood automated count,monocyte leukocyte,blood,nfr df,pure number fraction,0.073457986
calcium in serum,40646-2,leukocyte leukocyte blood automated count,leukocyte leukocyte,blood,nfr,,0.06974489
calcium in serum,17790-7,leukocyte left shift presence blood automated count,leukocyte left shift,blood,prthr,presence,0.05630282
calcium in serum,767-4,neutrophil hypersegmented leukocyte blood manual count,neutrophil hypersegmented leukocyte,blood,nfr,,0.060898308
calcium in serum,769-0,segmented neutrophil leukocyte blood manual count,neutrophil segmented leukocyte,blood,nfr,,0.058224663
calcium in serum,770-8,neutrophil leukocyte blood automated count,neutrophil leukocyte,blood,nfr,,0.06545761
calcium in serum,71676-1,neutrophil leukocyte pure number fraction blood automated count,neutrophil leukocyte,blood,nfr df,pure number fraction,0.06994891
calcium in serum,71671-2,neutrophil leukocyte pure number fraction blood manual count,neutrophil leukocyte,blood,nfr df,pure number fraction,0.06985633
calcium in serum,32712-2,giant platelet leukocyte ratio blood manual count,platelet giant leukocyte,blood,ratio,ratio,0.069140926
calcium in serum,51830-8,deprecated prolymphocytes 100 leukocyte blood automated count,prolymphocytes 100 leukocyte,blood,nfr,,0.07512949
calcium in serum,30367-7,deprecated myeloblast 100 leukocyte blood automated count,myeloblast 100 leukocyte,blood,nfr,,0.066412725
calcium in serum,750-0,deprecated myelocyte 100 leukocyte blood automated count,myelocyte 100 leukocyte,blood,nfr,,0.074642956
calcium in serum,71667-0,myelocyte leukocyte pure number fraction blood manual count,myelocyte leukocyte,blood,nfr df,pure number fraction,0.08146435
calcium in serum,782-3,deprecated promyelocytes 100 leukocyte blood automated count,promyelocytes 100 leukocyte,blood,nfr,,0.0692145
calcium in serum,13598-8,deprecated promyelocytes 100 leukocyte blood manual count,promyelocytes 100 leukocyte,blood,nfr,,0.07511351
calcium in serum,99776-7,leukocyte volume bronchoalveolar lavage automated count,leukocyte,bal,number concentration,volume,0.06402117
calcium in serum,99051-5,leukocyte volume bronchoalveolar lavage manual count,leukocyte,bal,number concentration,volume,0.06255207
calcium in serum,57847-6,leukocyte volume dialysis fluid manual count,leukocyte,dial fluid,number concentration,volume,0.072856136
calcium in serum,14373-5,leukocyte volume gastric fluid manual count,leukocyte,gast fluid,number concentration,volume,0.07008182
calcium in serum,14811-4,leukocyte volume pericardial fluid manual count,leukocyte,pericard fluid,number concentration,volume,0.084550604
calcium in serum,810-2,leukocyte volume peritoneal fluid manual count,leukocyte,periton fluid,number concentration,volume,0.0814547
calcium in serum,13349-6,leukocyte volume stool manual count,leukocyte,stool,number concentration,volume,0.07019137
calcium in serum,30430-3,mesothelial cell leukocyte pericardial fluid,mesothelial cell leukocyte,pericard fluid,nfr,,0.07893756
calcium in serum,30432-9,mesothelial cell leukocyte peritoneal fluid,mesothelial cell leukocyte,periton fluid,nfr,,0.079895206
calcium in serum,50404-3,cell leukocyte identifier synovial fluid,cell leukocyte,synv fluid,prid,identifier,0.044283386
calcium in serum,76350-8,cell leukocyte body fluid,cell leukocyte,body fluid,nfr,,0.07793084
calcium in serum,42204-8,hairy cell leukocyte bone marrow,hairy cell leukocyte,bone mar,nfr,,0.062166702
calcium in serum,30469-1,unspecified cell leukocyte body fluid,unspecified cell leukocyte,body fluid,nfr,,0.078168154
calcium in serum,33765-9,leukocyte volume blood product unit platelet pheresis automated count,leukocyte,blood product unit platelet pheresis,number concentration,volume,0.07491062
calcium in serum,95218-4,leukocyte volume stem cell product,leukocyte,stem cell product,number concentration,volume,0.06542002
calcium in serum,53518-7,leukocyte volume dialysis fluid,leukocyte,dial fluid,number concentration,volume,0.07649933
calcium in serum,30402-2,leukocyte volume gastric fluid,leukocyte,gast fluid,number concentration,volume,0.06787514
calcium in serum,30403-0,leukocyte volume pericardial fluid,leukocyte,pericard fluid,number concentration,volume,0.08388533
calcium in serum,26468-9,leukocyte volume peritoneal fluid,leukocyte,periton fluid,number concentration,volume,0.08937855
calcium in serum,30404-8,leukocyte volume stool,leukocyte,stool,number concentration,volume,0.07411524
calcium in serum,19048-8,nucleated erythrocyte leukocyte ratio blood,erythrocyte nucleated leukocyte,blood,ratio,ratio,0.08755499
calcium in serum,33768-3,leukocyte clump volume urine automated count,leukocyte clump,urine,number concentration,volume,0.07907061
calcium in serum,811-0,leukocyte volume semen automated count,leukocyte,semen,number concentration,volume,0.06368544
calcium in serum,812-8,leukocyte volume semen manual count,leukocyte,semen,number concentration,volume,0.06728702
calcium in serum,14625-8,basophil leukocyte bronchial specimen manual count,basophil leukocyte,bronchial,nfr,,0.053866
calcium in serum,14709-0,eosinophil leukocyte bronchial specimen manual count,eosinophil leukocyte,bronchial,nfr,,0.052409425
calcium in serum,14773-6,granulocyte leukocyte bronchial specimen manual count,granulocyte leukocyte,bronchial,nfr,,0.07142019
calcium in serum,14378-4,granulocyte leukocyte urine manual count,granulocyte leukocyte,urine,nfr,,0.08240397
calcium in serum,21094-8,basophil leukocyte sputum manual count,basophil leukocyte,sputum,nfr,,0.05794912
calcium in serum,14823-9,macrophage leukocyte bronchial specimen manual count,macrophage leukocyte,bronchial,nfr,,0.05859905
calcium in serum,40544-9,monocyte leukocyte bronchial specimen manual count,monocyte leukocyte,bronchial,nfr,,0.051299293
calcium in serum,17287-4,monocyte leukocyte urine manual count,monocyte leukocyte,urine,nfr,,0.0698526
calcium in serum,10579-1,leukocyte volume semen,leukocyte,semen,number concentration,volume,0.07350987
calcium in serum,20408-1,leukocyte volume urine test strip,leukocyte,urine,number concentration,volume,0.08790755
calcium in serum,66145-4,leukocyte volume blood fetus manual count,leukocyte,blood fetus,number concentration,volume,0.074945115
calcium in serum,34999-3,deprecated polymorphonuclear cell 100 leukocyte blood,polymorphonuclear cell 100 leukocyte,blood,nfr,,0.07528557
calcium in serum,28544-5,mesothelial cell leukocyte body fluid,mesothelial cell leukocyte,body fluid,nfr,,0.086760454
calcium in serum,30429-5,mesothelial cell leukocyte cerebral spinal fluid,mesothelial cell leukocyte,cerebrospinal fluid,nfr,,0.075996324
calcium in serum,33365-8,mesothelial cell leukocyte synovial fluid,mesothelial cell leukocyte,synv fluid,nfr,,0.07017989
calcium in serum,9840-0,cd11 cd20 cell volume leukocyte,cell cd11 cd20,wbc,number concentration,volume,0.060647402
calcium in serum,26446-5,blast leukocyte blood,blast leukocyte,blood,nfr,,0.06686906
calcium in serum,34922-5,lymphoblast leukocyte blood,lymphoblast leukocyte,blood,nfr,,0.07139358
calcium in serum,34923-3,monoblast leukocyte blood,monoblast leukocyte,blood,nfr,,0.06872916
calcium in serum,26466-3,leukocyte volume body fluid,leukocyte,body fluid,number concentration,volume,0.09142951
calcium in serum,26465-5,leukocyte volume cerebral spinal fluid,leukocyte,cerebrospinal fluid,number concentration,volume,0.085063115
calcium in serum,49928-5,leukocyte volume peritoneal dialysis fluid,leukocyte,dial fluid prt,number concentration,volume,0.074512646
calcium in serum,67830-0,leukocyte volume pericardial fluid,leukocyte,pericard fluid,number concentration,volume,0.08529839
calcium in serum,35054-6,leukocyte volume peritoneal fluid,leukocyte,periton fluid,number concentration,volume,0.086952224
calcium in serum,35052-0,leukocyte volume pleural fluid,leukocyte,plr fluid,number concentration,volume,0.07675593
calcium in serum,50342-5,ependymal choroid plexus cell leukocyte ratio cerebral spinal fluid,ependymal choroid plexus cell leukocyte,cerebrospinal fluid,ratio,ratio,0.07180817
calcium in serum,35477-9,ciliated columnar lining cell leukocyte ratio body fluid,ciliated columnar lining cell leukocyte,body fluid,nrto,ratio,0.08001397
calcium in serum,40541-5,plasma cell leukocyte cerebral spinal fluid microscopy,plasma cell leukocyte,cerebrospinal fluid,nfr,,0.075590186
calcium in serum,32014-3,eosinophil leukocyte urine manual count,eosinophil leukocyte,urine,nfr,,0.062820435
calcium in serum,95214-3,blast leukocyte stem cell product manual count,blast leukocyte,stem cell product,nfr,,0.040402878
calcium in serum,53516-1,basophil leukocyte dialysis fluid manual count,basophil leukocyte,dial fluid,nfr,,0.054418147
calcium in serum,31995-4,basophil leukocyte pleural fluid manual count,basophil leukocyte,plr fluid,nfr,,0.056529645
calcium in serum,71595-3,basophil leukocyte pure number fraction bronchial specimen manual count,basophil leukocyte,bronchial,nfr df,pure number fraction,0.05718204
calcium in serum,9727-9,eosinophil leukocyte nose manual count,eosinophil leukocyte,nose,nfr,,0.04358185
calcium in serum,10327-5,eosinophil leukocyte sputum manual count,eosinophil leukocyte,sputum,nfr,,0.05421849
calcium in serum,14379-2,granulocyte leukocyte gastric fluid manual count,granulocyte leukocyte,gast fluid,nfr,,0.070238955
calcium in serum,14374-3,granulocyte leukocyte pleural fluid manual count,granulocyte leukocyte,plr fluid,nfr,,0.077986665
calcium in serum,14819-7,lymphocyte leukocyte bronchial specimen manual count,lymphocyte leukocyte,bronchial,nfr,,0.063019246
calcium in serum,95842-1,lymphocyte leukocyte sputum manual count,lymphocyte leukocyte,sputum,nfr,,0.057473004
calcium in serum,51621-1,macrophage leukocyte dialysis fluid manual count,macrophage leukocyte,dial fluid,nfr,,0.059387106
calcium in serum,40520-9,macrophage leukocyte pleural fluid manual count,macrophage leukocyte,plr fluid,nfr,,0.061591607
calcium in serum,71594-6,macrophage leukocyte pure number fraction bronchial specimen manual count,macrophage leukocyte,bronchial,nfr df,pure number fraction,0.06110338
calcium in serum,40521-7,monocyte leukocyte pleural fluid manual count,monocyte leukocyte,plr fluid,nfr,,0.061335843
calcium in serum,105921-1,leukocyte volume urethra wet preparation,leukocyte,urethra,number concentration,volume,0.0769187
calcium in serum,40543-1,leukocyte leukocyte bronchial specimen manual count,leukocyte leukocyte,bronchial,nfr,,0.052495807
calcium in serum,32804-7,neutrophil leukocyte bronchial specimen manual count,neutrophil leukocyte,bronchial,nfr,,0.045055673
calcium in serum,95843-9,neutrophil leukocyte sputum manual count,neutrophil leukocyte,sputum,nfr,,0.052444767
calcium in serum,11275-5,large granular lymphocyte leukocyte blood manual count,lymphocyte large granular leukocyte,blood,nfr,,0.07270041
calcium in serum,42250-1,variant lymphocyte leukocyte blood automated count,lymphocyte variant leukocyte,blood,nfr,,0.059395906
calcium in serum,735-1,variant lymphocyte leukocyte blood manual count,lymphocyte variant leukocyte,blood,nfr,,0.06362412
calcium in serum,71665-4,variant lymphocyte leukocyte pure number fraction blood manual count,lymphocyte variant leukocyte,blood,nfr df,pure number fraction,0.07089888
calcium in serum,35332-6,band form neutrophil leukocyte blood automated count,neutrophil band form leukocyte,blood,nfr,,0.06448595
calcium in serum,764-1,band form neutrophil leukocyte blood manual count,neutrophil band form leukocyte,blood,nfr,,0.06220908
calcium in serum,71670-4,band form neutrophil leukocyte pure number fraction blood manual count,neutrophil band form leukocyte,blood,nfr df,pure number fraction,0.069013715
calcium in serum,32200-8,segmented neutrophil leukocyte blood automated count,neutrophil segmented leukocyte,blood,nfr,,0.055738352
calcium in serum,100849-9,leukocyte volume amniotic fluid manual count,leukocyte,amnio fluid,number concentration,volume,0.07454827
calcium in serum,6743-9,leukocyte volume body fluid manual count,leukocyte,body fluid,number concentration,volume,0.08287016
calcium in serum,82587-7,leukocyte volume bone marrow automated count,leukocyte,bone mar,number concentration,volume,0.07409658
calcium in serum,806-0,leukocyte volume cerebral spinal fluid manual count,leukocyte,cerebrospinal fluid,number concentration,volume,0.07673362
calcium in serum,68368-0,leukocyte volume dialysis fluid automated count,leukocyte,dial fluid,number concentration,volume,0.074176416
calcium in serum,99775-9,leukocyte volume peritoneal dialysis fluid automated count,leukocyte,dial fluid prt,number concentration,volume,0.06881167
calcium in serum,40533-2,leukocyte volume peritoneal dialysis fluid manual count,leukocyte,dial fluid prt,number concentration,volume,0.07079089
calcium in serum,57846-8,leukocyte volume pericardial fluid automated count,leukocyte,pericard fluid,number concentration,volume,0.07612621
calcium in serum,809-4,leukocyte volume peritoneal fluid automated count,leukocyte,periton fluid,number concentration,volume,0.080010235
calcium in serum,807-8,leukocyte volume pleural fluid automated count,leukocyte,plr fluid,number concentration,volume,0.07323116
calcium in serum,808-6,leukocyte volume pleural fluid manual count,leukocyte,plr fluid,number concentration,volume,0.0746576
calcium in serum,72348-6,leukocyte volume prostatic fluid manual count,leukocyte,prostatic fluid,number concentration,volume,0.07603941
calcium in serum,98020-1,leukocyte volume lower respiratory specimen manual count,leukocyte,respiratory system specimen lower,number concentration,volume,0.065465495
calcium in serum,68434-0,leukocyte volume vitreous fluid automated count,leukocyte,vitr fluid,number concentration,volume,0.07416635
calcium in serum,68428-2,leukocyte volume pericardial fluid manual count,leukocyte,pericard fluid,number concentration,volume,0.07953708
calcium in serum,68429-0,leukocyte volume peritoneal fluid manual count,leukocyte,periton fluid,number concentration,volume,0.08153637
calcium in serum,68430-8,leukocyte volume pleural fluid manual count,leukocyte,plr fluid,number concentration,volume,0.07298969
calcium in serum,68433-2,leukocyte volume vitreous fluid manual count,leukocyte,vitr fluid,number concentration,volume,0.07663499
calcium in serum,66764-2,nucleated erythrocyte leukocyte ratio cord blood,erythrocyte nucleated leukocyte,coord blood,ratio,ratio,0.08188893
calcium in serum,9771-7,cd5 cd20 cell volume leukocyte,cell cd5 cd20,wbc,number concentration,volume,0.06236023
calcium in serum,99060-6,cerebroventricular lining cell leukocyte cerebral spinal fluid,cerebroventricular lining cell leukocyte,cerebrospinal fluid,nfr,,0.07280179
calcium in serum,30393-3,deprecated nucleated erythrocyte 100 leukocyte ratio blood,erythrocyte nucleated 100 leukocyte,blood,ratio,ratio,0.06908644
calcium in serum,58407-8,leukocyte morphology panel blood,leukocyte morphology panel,blood,,,0.052370004
calcium in serum,20584-9,leukocyte volume specimen automated count,leukocyte,xxx,number concentration,volume,0.074685335
calcium in serum,30180-4,basophil leukocyte blood,basophil leukocyte,blood,nfr,,0.0647805
calcium in serum,26450-7,eosinophil leukocyte blood,eosinophil leukocyte,blood,nfr,,0.07137901
calcium in serum,30395-8,granulocyte leukocyte blood,granulocyte leukocyte,blood,nfr,,0.08227782
calcium in serum,30465-9,prolymphocytes leukocyte blood,prolymphocytes leukocyte,blood,nfr,,0.08141929
calcium in serum,33990-3,normoblasts leukocyte blood,normoblasts leukocyte,blood,nfr,,0.07821413
calcium in serum,19252-6,megakaryocyte leukocyte blood,megakaryocyte leukocyte,blood,nfr,,0.08062342
calcium in serum,30157-2,heterophils leukocyte blood,heterophils leukocyte,blood,nfr,,0.061188426
calcium in serum,26485-3,monocyte leukocyte blood,monocyte leukocyte,blood,nfr,,0.07487
calcium in serum,11156-7,leukocyte morphology finding identifier blood,leukocyte morphology finding,blood,prid,identifier,0.04698843
calcium in serum,68378-9,leukocyte disintegrated leukocyte blood,leukocyte disintegrated leukocyte,blood,nfr,,0.080877915
calcium in serum,48705-8,leukocyte platelet morphology blood,leukocyte platelet,blood,morph,morphology,0.058270633
calcium in serum,26511-6,neutrophil leukocyte blood,neutrophil leukocyte,blood,nfr,,0.07596316
calcium in serum,30445-1,myeloblast leukocyte blood,myeloblast leukocyte,blood,nfr,,0.07301989
calcium in serum,26498-6,myelocyte leukocyte blood,myelocyte leukocyte,blood,nfr,,0.08365998
calcium in serum,30466-7,promonocytes leukocyte blood,promonocytes leukocyte,blood,nfr,,0.0785531
calcium in serum,13522-8,blast leukocyte body fluid manual count,blast leukocyte,body fluid,nfr,,0.06727716
calcium in serum,13521-0,blast leukocyte cerebral spinal fluid manual count,blast leukocyte,cerebrospinal fluid,nfr,,0.061572667
calcium in serum,95213-5,basophil leukocyte stem cell product manual count,basophil leukocyte,stem cell product,nfr,,0.04755902
calcium in serum,38184-8,basophil leukocyte amniotic fluid manual count,basophil leukocyte,amnio fluid,nfr,,0.06367481
calcium in serum,13519-4,basophil leukocyte cerebral spinal fluid manual count,basophil leukocyte,cerebrospinal fluid,nfr,,0.06780502
calcium in serum,31996-2,basophil leukocyte peritoneal fluid manual count,basophil leukocyte,periton fluid,nfr,,0.062776156
calcium in serum,68396-1,basophil leukocyte vitreous fluid manual count,basophil leukocyte,vitr fluid,nfr,,0.059529454
