Query,LOINC Code,Name,Component,System,Property,Measurement,Status,Units,Normalized_Score
calcium in serum,42567-8,calcium ionized mass mole volume serum plasma,calcium ionized,serum plasma,mass substance concentration,mass mole volume,discouraged,,0.57394314
calcium in serum,1995-0,calcium ionized mole volume serum plasma,calcium ionized,serum plasma,substance concentration,mole volume,active,mmol l,0.59058744
calcium in serum,49935-0,calcium ionized calcium total corrected albumin serum plasma,calcium ionized calcium total corrected albumin,serum plasma,mfr,,active,,0.5613283
calcium in serum,50675-8,calcium phosphorus product mass volume 2 serum plasma,calcium phosphorus product,serum plasma,mcncsq,mass volume 2,active,mg2 dl2,0.5696745
calcium in serum,13454-4,calcium phosphorus product mole volume 2 serum plasma,calcium phosphorus product,serum plasma,scncsq,mole volume 2,active,mmol2 l2,0.5737967
calcium in serum,16519-1,calcium mole volume serum plasma 10 minute post xxx challenge,calcium 10m post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.57062405
calcium in serum,40078-8,calcium mass volume serum plasma 12 hour post xxx challenge,calcium 12h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.56398773
calcium in serum,40239-6,calcium mole volume serum plasma 12 hour post xxx challenge,calcium 12h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.57206416
calcium in serum,40079-6,calcium mass volume serum plasma 13 hour post xxx challenge,calcium 13h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5623819
calcium in serum,40240-4,calcium mole volume serum plasma 13 hour post xxx challenge,calcium 13h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.5700403
calcium in serum,40080-4,calcium mass volume serum plasma 14 hour post xxx challenge,calcium 14h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.56240207
calcium in serum,40241-2,calcium mole volume serum plasma 14 hour post xxx challenge,calcium 14h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.57053447
calcium in serum,40066-3,calcium mass volume serum plasma 15 minute pre xxx challenge,calcium 15m pre xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5632464
calcium in serum,40225-5,calcium mole volume serum plasma 15 minute pre xxx challenge,calcium 15m pre xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.572065
calcium in serum,40081-2,calcium mass volume serum plasma 16 hour post xxx challenge,calcium 16h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.562045
calcium in serum,40242-0,calcium mole volume serum plasma 16 hour post xxx challenge,calcium 16h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.571927
calcium in serum,40083-8,calcium mass volume serum plasma 1 day post xxx challenge,calcium 1d post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5642605
calcium in serum,40244-6,calcium mole volume serum plasma 1 day post xxx challenge,calcium 1d post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.573373
calcium in serum,40070-5,calcium mass volume serum plasma 2 5 hour post xxx challenge,calcium 2 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.56513286
calcium in serum,40232-1,calcium mole volume serum plasma 2 5 hour post xxx challenge,calcium 2 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.5704585
calcium in serum,40082-0,calcium mass volume serum plasma 20 hour post xxx challenge,calcium 20h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5631401
calcium in serum,40243-8,calcium mole volume serum plasma 20 hour post xxx challenge,calcium 20h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.57107514
calcium in serum,40085-3,calcium mass volume serum plasma 2 day post xxx challenge,calcium 2d post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.55945724
calcium in serum,40246-1,calcium mole volume serum plasma 2 day post xxx challenge,calcium 2d post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.56691015
calcium in serum,16271-9,calcium mass volume serum plasma 30 minute post xxx challenge,calcium 30m post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5634641
calcium in serum,40227-1,calcium mole volume serum plasma 30 minute post xxx challenge,calcium 30m post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.5703334
calcium in serum,40084-6,calcium mass volume serum plasma 36 hour post xxx challenge,calcium 36h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5644359
calcium in serum,40245-3,calcium mole volume serum plasma 36 hour post xxx challenge,calcium 36h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.5732111
calcium in serum,40086-1,calcium mass volume serum plasma 3 day post xxx challenge,calcium 3d post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.55618703
calcium in serum,40247-9,calcium mole volume serum plasma 3 day post xxx challenge,calcium 3d post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.56690484
calcium in serum,40071-3,calcium mass volume serum plasma 3 hour post xxx challenge,calcium 3h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5643126
calcium in serum,40233-9,calcium mole volume serum plasma 3 hour post xxx challenge,calcium 3h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.5743372
calcium in serum,27919-0,calcium mass volume serum plasma 3rd specimen post xxx challenge,calcium 3rd specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5646336
calcium in serum,40068-9,calcium mass volume serum plasma 45 minute post xxx challenge,calcium 45m post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.56217295
calcium in serum,40228-9,calcium mole volume serum plasma 45 minute post xxx challenge,calcium 45m post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.57137114
calcium in serum,40065-5,calcium mass volume serum plasma 45 minute pre xxx challenge,calcium 45m pre xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.56318575
calcium in serum,40224-8,calcium mole volume serum plasma 45 minute pre xxx challenge,calcium 45m pre xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.57242936
calcium in serum,40072-1,calcium mass volume serum plasma 4 hour post xxx challenge,calcium 4h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.56365955
calcium in serum,40234-7,calcium mole volume serum plasma 4 hour post xxx challenge,calcium 4h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.57373995
calcium in serum,27935-6,calcium mass volume serum plasma 4th specimen post xxx challenge,calcium 4th specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5632233
calcium in serum,40073-9,calcium mass volume serum plasma 5 hour post xxx challenge,calcium 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5653656
calcium in serum,40235-4,calcium mole volume serum plasma 5 hour post xxx challenge,calcium 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.57294923
calcium in serum,16523-3,calcium mole volume serum plasma 5 minute post xxx challenge,calcium 5m post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.57266253
calcium in serum,27933-1,calcium mass volume serum plasma 5th specimen post xxx challenge,calcium 5th specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5643565
calcium in serum,40075-4,calcium mass volume serum plasma 6 5 hour post xxx challenge,calcium 6 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5634265
calcium in serum,40236-2,calcium mole volume serum plasma 6 5 hour post xxx challenge,calcium 6 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.57292384
calcium in serum,40074-7,calcium mass volume serum plasma 6 hour post xxx challenge,calcium 6h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5654477
calcium in serum,16524-1,calcium mole volume serum plasma 6 hour post xxx challenge,calcium 6h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.57177156
calcium in serum,27910-9,calcium mass volume serum plasma 6th specimen post xxx challenge,calcium 6th specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.56518525
calcium in serum,40076-2,calcium mass volume serum plasma 7 5 hour post xxx challenge,calcium 7 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.56422526
calcium in serum,40237-0,calcium mole volume serum plasma 7 5 hour post xxx challenge,calcium 7 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.5727232
calcium in serum,40077-0,calcium mass volume serum plasma 8 hour post xxx challenge,calcium 8h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5650019
calcium in serum,40238-8,calcium mole volume serum plasma 8 hour post xxx challenge,calcium 8h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.5710218
calcium in serum,50179-1,calcitonin calcium pentagastrin challenge panel serum plasma,calcitonin calcium pentagastrin challenge panel,serum plasma,,,active,,0.53944665
calcium in serum,1993-5,calcium renal clearance 24 hour urine serum plasma,calcium renal clearance,urine serum plasma,vrat,,active,ml min,0.55942345
calcium in serum,50676-6,calcium phosphorus product panel serum plasma,calcium phosphorus product panel,serum plasma,,,active,,0.5471088
calcium in serum,13959-2,calcium ionized mole volume serum plasma calculation,calcium ionized,serum plasma,substance concentration,mole volume,active,mmol l,0.59577084
calcium in serum,16270-1,calcium mass volume serum plasma 1 hour post xxx challenge,calcium 1h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.56707704
calcium in serum,40229-7,calcium mole volume serum plasma 1 hour post xxx challenge,calcium 1h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.5752462
calcium in serum,27909-1,calcium mass volume serum plasma 1st specimen post xxx challenge,calcium 1st specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.56562877
calcium in serum,16272-7,calcium mass volume serum plasma 2 hour post xxx challenge,calcium 2h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.56797814
calcium in serum,40231-3,calcium mole volume serum plasma 2 hour post xxx challenge,calcium 2h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.5743296
calcium in serum,27916-6,calcium mass volume serum plasma 2nd specimen post xxx challenge,calcium 2nd specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.56512326
calcium in serum,27913-3,calcium mass volume serum plasma 7th specimen post xxx challenge,calcium 7th specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5649561
calcium in serum,1380-5,calcium phosphate parathyroid challenge test mass ratio serum,calcium phosphate parathyroid challenge test,serum,mrto,mass ratio,active,,0.6259656
calcium in serum,30073-1,voltage gated calcium channel ab presence serum,voltage gated calcium channel ab,serum,prthr,presence,active,,0.6108532
calcium in serum,40069-7,calcium mass volume serum plasma 1 5 hour post xxx challenge,calcium 1 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.5658757
calcium in serum,40230-5,calcium mole volume serum plasma 1 5 hour post xxx challenge,calcium 1 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.5737667
calcium in serum,17864-0,calcium ionized mass volume serum plasma ion selective membrane electrode ise,calcium ionized,serum plasma,mass concentration,mass volume,active,mg dl,0.57252485
calcium in serum,12180-6,calcium ionized mole volume serum plasma ion selective membrane electrode ise,calcium ionized,serum plasma,substance concentration,mole volume,active,mmol l,0.5739179
calcium in serum,19072-8,calcium ionized mole volume adjusted ph 7 4 serum plasma,calcium ionized adjusted ph 7 4,serum plasma,substance concentration,mole volume,active,mmol l,0.57996833
calcium in serum,47719-0,parathyrin mass volume serum plasma pre dose calcium,parathyrin pre dose calcium,serum plasma,mass concentration,mass volume,active,pg ml ng l,0.5618238
calcium in serum,31024-3,voltage gated calcium channel ab mole volume serum,voltage gated calcium channel ab,serum,substance concentration,mole volume,active,fmol l,0.63940465
calcium in serum,12724-1,voltage gated calcium channel igg ab unit volume serum,voltage gated calcium channel ab igg,serum,amount concentration,unit volume,active,,0.6304918
calcium in serum,41261-9,voltage gated calcium channel igg ab presence serum,voltage gated calcium channel ab igg,serum,prthr,presence,active,,0.60963285
calcium in serum,41201-5,voltage gated calcium channel igg ab mole volume serum,voltage gated calcium channel ab igg,serum,substance concentration,mole volume,active,fmol l,0.6402089
calcium in serum,47718-2,parathyrin mass volume serum plasma 4 hour post dose calcium,parathyrin 4h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml ng l,0.5614985
calcium in serum,70219-1,basic metabolic 2008 panel ionized calcium serum plasma,basic metabolic 2008 panel ionized calcium,serum plasma,,,active,,0.54908705
calcium in serum,105269-5,fractional excretion calcium ratio urine serum plasma collected unspecified duration,fractional excretion calcium,urine serum plasma,ratio,ratio,active,,0.5626886
calcium in serum,24346-9,parathyrin intact calcium panel serum plasma,parathyrin intact calcium panel,serum plasma,,,active,,0.54328895
calcium in serum,24347-7,parathyrin mid molecule calcium panel serum plasma,parathyrin mid molecule calcium panel,serum plasma,,,active,,0.5435953
calcium in serum,47275-3,s100 calcium binding protein b mass volume serum,s100 calcium binding protein b,serum,mass concentration,mass volume,active,ug l,0.63529277
calcium in serum,16512-6,calcium ionized mole volume serum plasma 2nd specimen post xxx challenge,calcium ionized 2nd specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.5713207
calcium in serum,16513-4,calcium ionized mole volume serum plasma 3rd specimen post xxx challenge,calcium ionized 3rd specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.5710707
calcium in serum,16514-2,calcium ionized mole volume serum plasma 4th specimen post xxx challenge,calcium ionized 4th specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.56818694
calcium in serum,16515-9,calcium ionized mole volume serum plasma 5th specimen post xxx challenge,calcium ionized 5th specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.57125175
calcium in serum,16516-7,calcium ionized mole volume serum plasma 6th specimen post xxx challenge,calcium ionized 6th specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.5717388
calcium in serum,33979-6,voltage gated calcium channel n type binding ab mole volume serum,voltage gated calcium channel n type binding ab,serum,substance concentration,mole volume,active,pmol l,0.64303
calcium in serum,57566-2,25 hydroxyvitamin d3 mole volume serum plasma pre dose calcium,calcidiol pre dose calcium,serum plasma,substance concentration,mole volume,active,nmol l,0.5744358
calcium in serum,57467-3,calcitriol mass volume serum plasma pre dose calcium,calcitriol pre dose calcium,serum plasma,mass concentration,mass volume,active,pg ml,0.5788262
calcium in serum,57468-1,calcitriol mole volume serum plasma pre dose calcium,calcitriol pre dose calcium,serum plasma,substance concentration,mole volume,active,pmol l,0.5843254
calcium in serum,47717-4,parathyrin mass volume serum plasma 2 hour post dose calcium,parathyrin 2h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml ng l,0.5595344
calcium in serum,83114-9,s100 calcium binding protein b mass volume serum immunoassay,s100 calcium binding protein b,serum,mass concentration,mass volume,active,ug l,0.6322692
calcium in serum,33980-4,voltage gated calcium channel p q type binding ab mole volume serum,voltage gated calcium channel pq type binding ab,serum,substance concentration,mole volume,active,pmol l,0.6383138
calcium in serum,57333-7,calcium ionized mass volume adjusted ph 7 4 serum plasma ion selective membrane electrode ise,calcium ionized adjusted ph 7 4,serum plasma,mass concentration,mass volume,active,mg dl,0.55865437
calcium in serum,16517-5,calcium ionized mole volume serum plasma 7th specimen post xxx challenge,calcium ionized 7th specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.57172537
calcium in serum,1379-7,calcitonin mass volume serum plasma pre 2 4 mg kg calcium short iv,calcitonin pre 2 4 mg kg calcium short iv,serum plasma,mass concentration,mass volume,active,pg ml,0.5704272
calcium in serum,57472-3,calcitriol mass volume serum plasma 3 hour post dose calcium,calcitriol 3h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml,0.57792705
calcium in serum,57471-5,calcitriol mole volume serum plasma 3 hour post dose calcium,calcitriol 3h post dose calcium,serum plasma,substance concentration,mole volume,active,pmol l,0.58389837
calcium in serum,94704-4,voltage gated calcium channel n type binding ab mole volume serum immunoassay,voltage gated calcium channel n type binding ab,serum,substance concentration,mole volume,active,nmol l,0.6406186
calcium in serum,82736-0,calcium calmodulin dependent protein kinase ii activity actual normal serum,calcium calmodulin dependent protein kinase ii activity actual normal,serum,relccnc,,active,,0.63302547
calcium in serum,101976-9,voltage gated calcium channel p q type binding ab mass volume serum immunoassay,voltage gated calcium channel pq type binding ab,serum,mass concentration,mass volume,active,g dl,0.62482345
calcium in serum,94705-1,voltage gated calcium channel p q type binding ab mole volume serum immunoassay,voltage gated calcium channel pq type binding ab,serum,substance concentration,mole volume,active,nmol l,0.6363137
calcium in serum,57567-0,25 hydroxyvitamin d3 mole volume serum plasma 2 hour post dose calcium,calcidiol 2h post dose calcium,serum plasma,substance concentration,mole volume,active,nmol l,0.57326996
calcium in serum,57568-8,25 hydroxyvitamin d3 mole volume serum plasma 3 hour post dose calcium,calcidiol 3h post dose calcium,serum plasma,substance concentration,mole volume,active,nmol l,0.5727448
calcium in serum,1373-0,calcitonin mass volume serum plasma 10 minute post 2 4 mg kg calcium short iv,calcitonin 10m post 2 4 mg kg calcium short iv,serum plasma,mass concentration,mass volume,active,pg ml,0.5686506
calcium in serum,1374-8,calcitonin mass volume serum plasma 3 hour post 15 mg kg calcium gluconate iv,calcitonin 3h post 15 mg kg calcium gluconate iv,serum plasma,mass concentration,mass volume,active,pg ml,0.5700959
calcium in serum,1375-5,calcitonin mass volume serum plasma 4 hour post 15 mg kg calcium gluconate iv,calcitonin 4h post 15 mg kg calcium gluconate iv,serum plasma,mass concentration,mass volume,active,pg ml,0.5704751
calcium in serum,1377-1,calcitonin mass volume serum plasma 5 minute post 2 4 mg kg calcium short iv,calcitonin 5m post 2 4 mg kg calcium short iv,serum plasma,mass concentration,mass volume,active,pg ml,0.5700623
calcium in serum,50184-1,calcitonin mass volume serum plasma pre 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin pre 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.5678496
calcium in serum,57474-9,calcitriol mass volume serum plasma 1 hour post dose calcium,calcitriol 1h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml,0.57760376
calcium in serum,57473-1,calcitriol mole volume serum plasma 1 hour post dose calcium,calcitriol 1h post dose calcium,serum plasma,substance concentration,mole volume,active,pmol l,0.58364576
calcium in serum,57470-7,calcitriol mass volume serum plasma 2 hour post dose calcium,calcitriol 2h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml,0.5793856
calcium in serum,57469-9,calcitriol mole volume serum plasma 2 hour post dose calcium,calcitriol 2h post dose calcium,serum plasma,substance concentration,mole volume,active,pmol l,0.5839803
calcium in serum,57569-6,25 hydroxyvitamin d3 mole volume serum plasma 1 hour post dose calcium,calcidiol 1h post dose calcium,serum plasma,substance concentration,mole volume,active,nmol l,0.5730382
calcium in serum,50180-9,calcitonin mass volume serum plasma 10 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 10m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.5673919
calcium in serum,50183-3,calcitonin mass volume serum plasma 1 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 1m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.5673333
calcium in serum,50182-5,calcitonin mass volume serum plasma 2 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 2m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.56741947
calcium in serum,50181-7,calcitonin mass volume serum plasma 5 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 5m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.56712097
calcium in serum,94348-0,voltage gated calcium channel n type binding igg igm ab mole volume serum immunoassay,voltage gated calcium channel n type binding ab igg igm,serum,substance concentration,mole volume,active,nmol l,0.63564813
calcium in serum,94349-8,voltage gated calcium channel p q type binding igg igm ab mole volume serum immunoassay,voltage gated calcium channel pq type binding ab igg igm,serum,substance concentration,mole volume,active,nmol l,0.632531
cells in urine,33898-8,bilirubin conjugated indirect mass volume serum plasma,bilirubin glucuronidated bilirubin non glucuronidated,serum plasma,mass concentration,mass volume,active,mg dl,0.05778241
cells in urine,33899-6,bilirubin conjugated indirect mole volume serum plasma,bilirubin glucuronidated bilirubin non glucuronidated,serum plasma,substance concentration,mole volume,active,umol l,0.06577096
cells in urine,50189-0,neonatal bilirubin panel mass volume serum plasma,neonatal bilirubin panel,serum plasma,mass concentration,mass volume,active,,0.05764267
cells in urine,15153-0,deprecated indirect bilirubin mass volume serum plasma,bilirubin non glucuronidated,serum plasma,mass concentration,mass volume,deprecated,mg dl,0.060682673
cells in urine,1971-1,bilirubin indirect mass volume serum plasma,bilirubin non glucuronidated,serum plasma,mass concentration,mass volume,active,mg dl,0.06306775
cells in urine,35192-4,bilirubin indirect mass mole volume serum plasma,bilirubin non glucuronidated,serum plasma,mass substance concentration,mass mole volume,discouraged,,0.06323882
cells in urine,14630-8,bilirubin indirect mole volume serum plasma,bilirubin non glucuronidated,serum plasma,substance concentration,mole volume,active,umol l,0.06857428
cells in urine,35672-5,bilirubin direct bilirubin total serum plasma,bilirubin glucuronidated bilirubin albumin bound bilirubin total,serum plasma,mfr,,active,,0.043350168
cells in urine,43820-0,bilirubin direct presence serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,prthr,presence,active,,0.045609016
cells in urine,34442-4,bilirubin conjugated bilirubin total serum plasma,bilirubin glucuronidated bilirubin total,serum plasma,mfr,,active,ratio,0.047138803
cells in urine,1968-7,bilirubin direct mass volume serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,mass concentration,mass volume,active,mg dl,0.06184061
cells in urine,35191-6,bilirubin direct mass mole volume serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,mass substance concentration,mass mole volume,discouraged,,0.059504952
cells in urine,14629-0,bilirubin direct mole volume serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,substance concentration,mole volume,active,umol l,0.06482535
cells in urine,18264-2,deprecated direct bilirubin mass volume serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,mass concentration,mass volume,deprecated,mg dl,0.06299249
cells in urine,34543-9,bilirubin direct total panel mass volume serum plasma,bilirubin direct total panel,serum plasma,mass concentration,mass volume,active,,0.054987118
cells in urine,15152-2,bilirubin conjugated mass volume serum plasma,bilirubin glucuronidated,serum plasma,mass concentration,mass volume,active,mg dl,0.062241606
cells in urine,29760-6,bilirubin conjugated mole volume serum plasma,bilirubin glucuronidated,serum plasma,substance concentration,mole volume,active,umol l,0.07119174
cells in urine,1975-2,bilirubin total mass volume serum plasma,bilirubin,serum plasma,mass concentration,mass volume,active,mg dl,0.05997297
cells in urine,14631-6,bilirubin total mole volume serum plasma,bilirubin,serum plasma,substance concentration,mole volume,active,umol l,0.0658194
cells in urine,35194-0,bilirubin total mass mole volume serum plasma,bilirubin,serum plasma,mass substance concentration,mass mole volume,discouraged,,0.05855878
cells in urine,77137-8,bilirubin total mole volume serum plasma blood,bilirubin,serum plasma blood,substance concentration,mole volume,active,umol l,0.06351549
cells in urine,1970-3,bilirubin delta mass volume serum plasma,bilirubin albumin bound,serum plasma,mass concentration,mass volume,active,mg dl,0.057682935
cells in urine,22665-4,bilirubin delta mole volume serum plasma,bilirubin albumin bound,serum plasma,substance concentration,mole volume,active,umol l,0.061103873
cells in urine,1969-5,bilirubin total renal clearance 24 hour urine serum plasma,bilirubin renal clearance,urine serum plasma,vrat,,active,ml min,0.17392536
cells in urine,58434-2,cell panel urine sediment,cell panel,urine sed,,,discouraged,,0.20652083
cells in urine,105113-5,epithelial cell area urine sediment,epithelial cell,urine sed,naric,area,active,lpf,0.21070975
cells in urine,105114-3,epithelial cell presence urine sediment,epithelial cell,urine sed,prthr,presence,active,,0.20229036
cells in urine,105095-4,transitional cell area urine sediment,transitional cell,urine sed,naric,area,active,hpf,0.21658483
cells in urine,58438-3,cell type urine sediment light microscopy,cell,urine sed,type,type,active,,0.22673486
cells in urine,105116-8,epithelial cell renal area urine sediment,epithelial cell renal,urine sed,naric,area,active,hpf,0.21970256
cells in urine,105115-0,epithelial cell non squamous area urine sediment,epithelial cell non squamous,urine sed,naric,area,active,hpf,0.21340586
cells in urine,105088-9,epithelial cell non squamous presence urine sediment,epithelial cell non squamous,urine sed,prthr,presence,active,,0.19555275
cells in urine,90044-9,epithelial cell renal presence urine sediment,epithelial cell renal,urine sed,prthr,presence,active,,0.2078996
cells in urine,14384-2,mononuclear cell leukocyte urine sediment manual count,mononuclear cell leukocyte,urine sed,nfr,,active,,0.1939275
cells in urine,20453-7,epithelial cell presence urine sediment light microscopy,epithelial cell,urine sed,prthr,presence,active,,0.22577187
cells in urine,8249-5,transitional cell presence urine sediment light microscopy,transitional cell,urine sed,prthr,presence,active,,0.2196363
cells in urine,13653-1,epithelial cell renal volume urine sediment,epithelial cell renal,urine sed,number concentration,volume,active,ml,0.22880787
cells in urine,12248-1,epithelial cell renal presence urine sediment light microscopy,epithelial cell renal,urine sed,prthr,presence,active,,0.22789787
cells in urine,99876-5,deep transitional cell area urine sediment computer assisted method,transitional cell deep,urine sed,naric,area,active,p hpf,0.2095331
cells in urine,99873-2,superficial transitional cell area urine sediment computer assisted method,transitional cell superficial,urine sed,naric,area,active,p hpf,0.21001597
cells in urine,33342-7,epithelial cell area urine sediment automated count,epithelial cell,urine sed,naric,area,active,hpf,0.21520528
cells in urine,5787-7,epithelial cell area urine sediment microscopy high power field,epithelial cell,urine sed,naric,area,active,hpf,0.23235981
cells in urine,46133-5,epithelial cell area urine sediment microscopy low power field,epithelial cell,urine sed,naric,area,active,lpf,0.22136717
cells in urine,53972-6,burr cell presence urine sediment light microscopy,burr cell,urine sed,prthr,presence,active,,0.21494599
cells in urine,30089-7,transitional cell area urine sediment microscopy high power field,transitional cell,urine sed,naric,area,active,hpf,0.23083988
cells in urine,46136-8,transitional cell area urine sediment microscopy low power field,transitional cell,urine sed,naric,area,active,lpf,0.21989651
cells in urine,58456-5,bladder cell presence urine sediment light microscopy,bladder cell,urine sed,prthr,presence,active,,0.23593591
cells in urine,107170-3,tubular cell volume urine sediment,tubular cell,urine sed,number concentration,volume,active,µl,0.2288955
cells in urine,11276-3,tubular cell presence urine sediment light microscopy,tubular cell,urine sed,prthr,presence,active,,0.22629206
cells in urine,53294-5,epithelial cell non squamous area urine sediment automated count,epithelial cell non squamous,urine sed,naric,area,active,,0.20803414
cells in urine,41284-1,epithelial cell non squamous area urine sediment microscopy high power field,epithelial cell non squamous,urine sed,naric,area,active,hpf,0.22705652
cells in urine,53132-7,epithelial cell non squamous area urine sediment microscopy low power field,epithelial cell non squamous,urine sed,naric,area,active,lpf,0.21883227
cells in urine,53978-3,epithelial cell non squamous presence urine sediment light microscopy,epithelial cell non squamous,urine sed,prthr,presence,active,,0.2190824
cells in urine,26052-1,epithelial cell renal area urine sediment microscopy high power field,epithelial cell renal,urine sed,naric,area,active,hpf,0.23504895
cells in urine,45391-0,epithelial cell renal area urine sediment microscopy low power field,epithelial cell renal,urine sed,naric,area,active,lpf,0.2267329
cells in urine,99875-7,deep transitional cell presence urine sediment computer assisted method,transitional cell deep,urine sed,prthr,presence,active,,0.19447042
cells in urine,99872-4,superficial transitional cell presence urine sediment computer assisted method,transitional cell superficial,urine sed,prthr,presence,active,,0.19636868
cells in urine,11278-9,bladder cell area urine sediment microscopy high power field,bladder cell,urine sed,naric,area,active,hpf,0.24592473
cells in urine,99877-3,deep transitional cell volume urine sediment computer assisted method,transitional cell deep,urine sed,number concentration,volume,active,p ul,0.2072622
