Query,LOINC Code,Name,Component,System,Property,Measurement,Status,Units,Normalized_Score
white blood cells count,71601-9,leukocyte leukocyte pure number fraction pericardial fluid manual count,leukocyte leukocyte,pericard field,nfr df,pure number fraction,active,,0.12076875
white blood cells count,71611-8,leukocyte leukocyte pure number fraction pleural fluid manual count,leukocyte leukocyte,plr field,nfr df,pure number fraction,active,,0.12427303
white blood cells count,55598-7,leukocyte disintegrated leukocyte body fluid manual count,leukocyte disintegrated leukocyte,body field,nfr,,active,,0.110601306
white blood cells count,55599-5,leukocyte disintegrated leukocyte cerebral spinal fluid manual count,leukocyte disintegrated leukocyte,csf,nfr,,active,,0.106086336
white blood cells count,70034-4,lipophages leukocyte cerebral spinal fluid manual count,lipophages leukocyte,csf,nfr,,active,,0.099878274
white blood cells count,14847-8,neutrophil leukocyte pericardial fluid manual count,neutrophil leukocyte,pericard field,nfr,,active,,0.10918926
white blood cells count,13836-2,neutrophil leukocyte peritoneal fluid manual count,neutrophil leukocyte,periton field,nfr,,active,,0.11298812
white blood cells count,14848-6,neutrophil leukocyte pleural fluid manual count,neutrophil leukocyte,plr field,nfr,,active,,0.11809599
white blood cells count,68426-6,neutrophil leukocyte vitreous fluid manual count,neutrophil leukocyte,vitr field,nfr,,active,,0.10853421
white blood cells count,71598-7,neutrophil leukocyte pure number fraction bronchial specimen manual count,neutrophil leukocyte,bronchial,nfr df,pure number fraction,active,,0.11266868
white blood cells count,71606-8,neutrophil leukocyte pure number fraction pericardial fluid manual count,neutrophil leukocyte,pericard field,nfr df,pure number fraction,active,,0.11687788
white blood cells count,71635-7,neutrophil leukocyte pure number fraction peritoneal fluid manual count,neutrophil leukocyte,periton field,nfr df,pure number fraction,active,,0.11718669
white blood cells count,55436-0,myeloblast leukocyte cerebral spinal fluid manual count,myeloblast leukocyte,csf,nfr,,active,,0.11265928
white blood cells count,95224-2,myelocyte leukocyte stem cell product manual count,myelocyte leukocyte,stem cell product,nfr,,active,,0.11905915
white blood cells count,40653-8,myelocyte leukocyte body fluid manual count,myelocyte leukocyte,body field,nfr,,active,,0.112136915
white blood cells count,30368-5,myelocyte leukocyte cerebral spinal fluid manual count,myelocyte leukocyte,csf,nfr,,active,,0.1033905
white blood cells count,95228-3,promyelocytes leukocyte stem cell product manual count,promyelocytes leukocyte,stem cell product,nfr,,active,,0.11578908
white blood cells count,69910-8,basophil mast cell leukocyte body fluid,basophil mast cell leukocyte,body field,nfr,,active,,0.09024722
white blood cells count,69913-2,basophil mast cell leukocyte cerebral spinal fluid,basophil mast cell leukocyte,csf,nfr,,active,,0.08663436
white blood cells count,69916-5,basophil mast cell leukocyte synovial fluid,basophil mast cell leukocyte,synv field,nfr,,active,,0.08851249
white blood cells count,26469-7,leukocyte volume synovial fluid,leukocyte,synv field,number concentration,volume,active,ul,0.11439582
white blood cells count,35051-2,leukocyte volume body fluid,leukocyte,body field,number concentration,volume,active,10 3 ul,0.120633855
white blood cells count,26470-5,leukocyte volume cerebral spinal fluid,leukocyte,csf,number concentration,volume,active,10 3 ul,0.11844879
white blood cells count,67836-7,leukocyte volume pleural fluid fetus,leukocyte,plr field fetus,number concentration,volume,active,10 6 l,0.10961624
white blood cells count,35053-8,leukocyte volume synovial fluid,leukocyte,synv field,number concentration,volume,active,10 3 ul,0.11427951
white blood cells count,76674-1,leukocyte volume cerebral spinal fluid 1st tube,leukocyte 1st tube,csf,number concentration,volume,active,10 6 l,0.10922945
white blood cells count,46088-1,leukocyte volume cerebral spinal fluid 2nd tube,leukocyte 2nd tube,csf,number concentration,volume,active,10 6 l,0.103973925
white blood cells count,46089-9,leukocyte volume cerebral spinal fluid 3rd tube,leukocyte 3rd tube,csf,number concentration,volume,active,10 6 l,0.1027206
white blood cells count,46090-7,leukocyte volume cerebral spinal fluid 4th tube,leukocyte 4th tube,csf,number concentration,volume,active,10 6 l,0.10939944
white blood cells count,32350-1,basophil eosinophil monocyte leukocyte blood,basophil eosinophil monocyte leukocyte,blood,nfr,,active,,0.27053845
white blood cells count,74455-7,blast leukocyte cord blood,blast leukocyte,bldco,nfr,,active,,0.09627211
white blood cells count,98989-7,band form neutrophil leukocyte pure number fraction blood automated count,neutrophil band form leukocyte,blood,nfr df,pure number fraction,active,,0.30069372
white blood cells count,57845-0,leukocyte volume body fluid automated count,leukocyte,body field,number concentration,volume,active,10 9 l,0.14076574
white blood cells count,805-2,leukocyte volume cerebral spinal fluid automated count,leukocyte,csf,number concentration,volume,active,10 3 ul,0.14411524
white blood cells count,62251-4,leukocyte volume pleural fluid fetus automated count,leukocyte,plr field fetus,number concentration,volume,active,10 6 l,0.1305353
white blood cells count,813-6,leukocyte volume synovial fluid automated count,leukocyte,synv field,number concentration,volume,active,10 3 ul,0.14106889
white blood cells count,814-4,leukocyte volume synovial fluid manual count,leukocyte,synv field,number concentration,volume,active,10 6 l,0.13717684
white blood cells count,13351-2,leukocyte volume cerebral spinal fluid manual count,leukocyte,csf,number concentration,volume,active,10 3 ul,0.13923891
white blood cells count,68431-6,leukocyte volume synovial fluid manual count,leukocyte,synv field,number concentration,volume,active,10 9 l,0.13641798
white blood cells count,26524-9,promyelocytes leukocyte blood,promyelocytes leukocyte,blood,nfr,,active,,0.27454558
white blood cells count,28541-1,metamyelocytes leukocyte blood,metamyelocytes leukocyte,blood,nfr,,active,,0.27083802
white blood cells count,26478-8,lymphocyte leukocyte blood,lymphocyte leukocyte,blood,nfr,,active,,0.2707921
white blood cells count,26471-3,leukocyte leukocyte blood,leukocyte leukocyte,blood,nfr,,active,,0.2767057
white blood cells count,53797-7,neutrophil immature leukocyte blood,neutrophil immature leukocyte,blood,nfr,,active,,0.26709822
white blood cells count,34917-5,plasma cell precursor leukocyte blood,plasma cell precursor leukocyte,blood,nfr,,active,,0.26755142
white blood cells count,12210-1,eosinophil leukocyte urine sediment manual count,eosinophil leukocyte,urine sed,nfr,,active,,0.08436751
white blood cells count,46702-7,leukocyte area urine sediment automated count,leukocyte,urine sed,naric,area,active,hpf,0.10260719
white blood cells count,34634-6,cd11 cd18 cell volume leukocyte,cell cd11 cd18,wbc,number concentration,volume,active,ul,0.109181866
white blood cells count,74407-8,basophil leukocyte cord blood,basophil leukocyte,bldco,nfr,,active,,0.10147452
white blood cells count,74405-2,eosinophil leukocyte cord blood,eosinophil leukocyte,bldco,nfr,,active,,0.094740644
white blood cells count,74403-7,normoblasts leukocyte cord blood,normoblasts leukocyte,bldco,nfr,,active,,0.09878546
white blood cells count,74400-3,monocyte leukocyte cord blood,monocyte leukocyte,bldco,nfr,,active,,0.103139296
white blood cells count,49229-8,nucleated erythrocyte leukocyte ratio body fluid,erythrocyte nucleated leukocyte,body field,ratio,ratio,active,100 wbc,0.15562607
white blood cells count,68545-3,nucleated erythrocyte leukocyte ratio synovial fluid,erythrocyte nucleated leukocyte,synv field,ratio,ratio,active,,0.09558363
white blood cells count,71644-9,blast leukocyte pure number fraction body fluid manual count,blast leukocyte,body field,nfr df,pure number fraction,active,,0.11973561
white blood cells count,71656-3,blast leukocyte pure number fraction cerebral spinal fluid manual count,blast leukocyte,csf,nfr df,pure number fraction,active,,0.116244934
white blood cells count,13520-2,deprecated basophil 100 leukocyte body fluid manual count,basophil 100 leukocyte,body field,nfr,,deprecated,,0.11949104
white blood cells count,12179-8,basophil leukocyte body fluid manual count,basophil leukocyte,body field,nfr,,active,,0.11546577
white blood cells count,57836-9,basophil leukocyte synovial fluid manual count,basophil leukocyte,synv field,nfr,,active,,0.11127452
white blood cells count,71662-1,basophil leukocyte pure number fraction cerebral spinal fluid manual count,basophil leukocyte,csf,nfr df,pure number fraction,active,,0.12072807
white blood cells count,13353-8,deprecated eosinophil 100 leukocyte body fluid manual count,eosinophil 100 leukocyte,body field,nfr,,deprecated,,0.10836367
white blood cells count,13350-4,deprecated eosinophil 100 leukocyte cerebral spinal fluid manual count,eosinophil 100 leukocyte,csf,nfr,,deprecated,,0.10613178
white blood cells count,12209-3,eosinophil leukocyte body fluid manual count,eosinophil leukocyte,body field,nfr,,active,,0.103554815
white blood cells count,57391-5,eosinophil leukocyte synovial fluid manual count,eosinophil leukocyte,synv field,nfr,,active,,0.09793902
white blood cells count,71646-4,eosinophil leukocyte pure number fraction body fluid manual count,eosinophil leukocyte,body field,nfr df,pure number fraction,active,,0.11608055
white blood cells count,71661-3,eosinophil leukocyte pure number fraction cerebral spinal fluid manual count,eosinophil leukocyte,csf,nfr df,pure number fraction,active,,0.110838
white blood cells count,71696-9,granulocyte leukocyte body fluid automated count,granulocyte leukocyte,body field,nfr,,active,,0.120058306
white blood cells count,9306-2,granulocyte leukocyte body fluid manual count,granulocyte leukocyte,body field,nfr,,active,,0.11634847
white blood cells count,66147-0,granulocyte leukocyte pleural fluid fetus manual count,granulocyte leukocyte,plr field fetus,nfr,,active,,0.108109154
white blood cells count,14376-8,granulocyte leukocyte synovial fluid manual count,granulocyte leukocyte,synv field,nfr,,active,,0.1135884
white blood cells count,40660-3,promyelocytes leukocyte body fluid manual count,promyelocytes leukocyte,body field,nfr,,active,,0.110444106
white blood cells count,30371-9,promyelocytes leukocyte cerebral spinal fluid manual count,promyelocytes leukocyte,csf,nfr,,active,,0.101544425
white blood cells count,71647-2,basophil leukocyte pure number fraction body fluid manual count,basophil leukocyte,body field,nfr df,pure number fraction,active,,0.12520318
white blood cells count,71621-7,basophil leukocyte pure number fraction synovial fluid manual count,basophil leukocyte,synv field,nfr df,pure number fraction,active,,0.122800894
white blood cells count,93952-0,metamyelocytes neutrophilic leukocyte bone marrow manual count,metamyelocytes neutrophilic leukocyte,bone mar,nfr,,active,,0.10855203
white blood cells count,33263-5,metamyelocytes leukocyte body fluid manual count,metamyelocytes leukocyte,body field,nfr,,active,,0.109866895
white blood cells count,71643-1,metamyelocytes leukocyte pure number fraction body fluid manual count,metamyelocytes leukocyte,body field,nfr df,pure number fraction,active,,0.1243115
white blood cells count,71655-5,metamyelocytes leukocyte pure number fraction cerebral spinal fluid manual count,metamyelocytes leukocyte,csf,nfr df,pure number fraction,active,,0.12221111
white blood cells count,68406-8,abnormal lymphocyte leukocyte vitreous fluid manual count,lymphocyte abnormal leukocyte,vitr field,nfr,,active,,0.10835118
white blood cells count,95219-2,variant lymphocyte leukocyte stem cell product manual count,lymphocyte variant leukocyte,stem cell product,nfr,,active,,0.11528957
white blood cells count,32805-4,variant lymphocyte leukocyte bronchial specimen manual count,lymphocyte variant leukocyte,bronchial,nfr,,active,,0.0955415
white blood cells count,20494-1,deprecated lymphocyte 100 leukocyte body fluid manual count,lymphocyte 100 leukocyte,body field,nfr,,deprecated,,0.12335987
white blood cells count,13941-0,lymphocyte leukocyte body fluid manual count,lymphocyte leukocyte,body field,nfr,,active,,0.1199069
white blood cells count,10328-3,lymphocyte leukocyte cerebral spinal fluid manual count,lymphocyte leukocyte,csf,nfr,,active,,0.10696973
white blood cells count,40538-1,lymphocyte leukocyte peritoneal dialysis fluid manual count,lymphocyte leukocyte,dial field prt,nfr,,active,,0.10125751
white blood cells count,14822-1,lymphocyte leukocyte synovial fluid manual count,lymphocyte leukocyte,synv field,nfr,,active,,0.11150935
white blood cells count,71649-8,lymphocyte leukocyte pure number fraction body fluid manual count,lymphocyte leukocyte,body field,nfr df,pure number fraction,active,,0.12281975
white blood cells count,71660-5,lymphocyte leukocyte pure number fraction cerebral spinal fluid manual count,lymphocyte leukocyte,csf,nfr df,pure number fraction,active,,0.11963498
white blood cells count,71605-0,lymphocyte leukocyte pure number fraction pericardial fluid manual count,lymphocyte leukocyte,pericard field,nfr df,pure number fraction,active,,0.11843898
white blood cells count,71634-0,lymphocyte leukocyte pure number fraction peritoneal fluid manual count,lymphocyte leukocyte,periton field,nfr df,pure number fraction,active,,0.11836217
white blood cells count,71615-9,lymphocyte leukocyte pure number fraction pleural fluid manual count,lymphocyte leukocyte,plr field,nfr df,pure number fraction,active,,0.12093431
white blood cells count,12230-9,macrophage leukocyte body fluid manual count,macrophage leukocyte,body field,nfr,,active,,0.113614306
white blood cells count,40490-5,macrophage leukocyte synovial fluid manual count,macrophage leukocyte,synv field,nfr,,active,,0.10513511
white blood cells count,71641-5,macrophage leukocyte pure number fraction body fluid manual count,macrophage leukocyte,body field,nfr df,pure number fraction,active,,0.12244961
white blood cells count,71651-4,macrophage leukocyte pure number fraction cerebral spinal fluid manual count,macrophage leukocyte,csf,nfr df,pure number fraction,active,,0.12121155
white blood cells count,71618-3,macrophage leukocyte pure number fraction synovial fluid manual count,macrophage leukocyte,synv field,nfr df,pure number fraction,active,,0.119527094
white blood cells count,23902-0,deprecated monocyte macrophage 100 leukocyte body fluid manual count,monocyte macrophage 100 leukocyte,body field,nfr,,deprecated,,0.10784234
white blood cells count,17286-6,monocyte leukocyte synovial fluid manual count,monocyte leukocyte,synv field,nfr,,active,,0.11292147
white blood cells count,71648-0,monocyte leukocyte pure number fraction body fluid manual count,monocyte leukocyte,body field,nfr df,pure number fraction,active,,0.12214999
white blood cells count,71659-7,monocyte leukocyte pure number fraction cerebral spinal fluid manual count,monocyte leukocyte,csf,nfr df,pure number fraction,active,,0.120661624
white blood cells count,71623-3,monocyte leukocyte pure number fraction synovial fluid manual count,monocyte leukocyte,synv field,nfr df,pure number fraction,active,,0.117115
white blood cells count,23904-6,monocyte macrophage leukocyte cerebral spinal fluid manual count,monocyte macrophage leukocyte,csf,nfr,,active,,0.10053319
white blood cells count,32027-5,monocyte macrophage leukocyte pericardial fluid manual count,monocyte macrophage leukocyte,pericard field,nfr,,active,,0.10329277
white blood cells count,32029-1,monocyte macrophage leukocyte peritoneal fluid manual count,monocyte macrophage leukocyte,periton field,nfr,,active,,0.10505479
white blood cells count,32028-3,monocyte macrophage leukocyte pleural fluid manual count,monocyte macrophage leukocyte,plr field,nfr,,active,,0.11014794
white blood cells count,23903-8,monocyte macrophage leukocyte specimen manual count,monocyte macrophage leukocyte,xxx,nfr,,active,,0.09663265
white blood cells count,53286-1,wbc cast volume urine computer assisted method,leukocyte cast,urine,number concentration,volume,active,ul,0.078628846
white blood cells count,107174-5,wbc cast volume urine sediment computer assisted method,leukocyte cast,urine sed,number concentration,volume,active,µl,0.08905108
white blood cells count,63555-7,leukocyte volume microscopy high power field urine sediment collected unspecified duration,leukocyte,urine sed,number concentration,volume,active,mm3,0.103797525
white blood cells count,59829-2,leukocyte 3 hour urine sediment light microscopy,leukocyte,urine sed,nrat,,active,wbc min,0.1265961
white blood cells count,13524-4,leukocyte leukocyte body fluid manual count,leukocyte leukocyte,body field,nfr,,active,,0.119613156
white blood cells count,13523-6,leukocyte leukocyte cerebral spinal fluid manual count,leukocyte leukocyte,csf,nfr,,active,,0.10968511
white blood cells count,40535-7,leukocyte leukocyte peritoneal dialysis fluid manual count,leukocyte leukocyte,dial field prt,nfr,,active,,0.10375159
white blood cells count,14860-1,leukocyte leukocyte synovial fluid manual count,leukocyte leukocyte,synv field,nfr,,active,,0.12108163
white blood cells count,71630-8,leukocyte leukocyte pure number fraction peritoneal fluid manual count,leukocyte leukocyte,periton field,nfr df,pure number fraction,active,,0.119616054
white blood cells count,95225-9,band form neutrophil leukocyte stem cell product manual count,neutrophil band form leukocyte,stem cell product,nfr,,active,,0.11752699
white blood cells count,99603-3,band form neutrophil leukocyte peritoneal fluid manual count,neutrophil band form leukocyte,periton field,nfr,,active,,0.10685632
white blood cells count,99604-1,band form neutrophil leukocyte pleural fluid manual count,neutrophil band form leukocyte,plr field,nfr,,active,,0.11320673
white blood cells count,95226-7,segmented neutrophil leukocyte stem cell product manual count,neutrophil segmented leukocyte,stem cell product,nfr,,active,,0.11556233
white blood cells count,13352-0,deprecated neutrophil 100 leukocyte body fluid manual count,neutrophil 100 leukocyte,body field,nfr,,deprecated,,0.121425524
white blood cells count,12238-2,neutrophil leukocyte body fluid manual count,neutrophil leukocyte,body field,nfr,,active,,0.114272185
white blood cells count,13516-0,neutrophil leukocyte cerebral spinal fluid manual count,neutrophil leukocyte,csf,nfr,,active,,0.11080292
white blood cells count,40536-5,neutrophil leukocyte peritoneal dialysis fluid manual count,neutrophil leukocyte,dial field prt,nfr,,active,,0.102920696
white blood cells count,40491-3,neutrophil leukocyte synovial fluid manual count,neutrophil leukocyte,synv field,nfr,,active,,0.104657985
white blood cells count,71658-9,neutrophil leukocyte pure number fraction cerebral spinal fluid manual count,neutrophil leukocyte,csf,nfr df,pure number fraction,active,,0.12053702
white blood cells count,71616-7,neutrophil leukocyte pure number fraction pleural fluid manual count,neutrophil leukocyte,plr field,nfr df,pure number fraction,active,,0.12289821
white blood cells count,71654-8,myelocyte leukocyte pure number fraction cerebral spinal fluid manual count,myelocyte leukocyte,csf,nfr df,pure number fraction,active,,0.12152996
white blood cells count,71642-3,promyelocytes leukocyte pure number fraction body fluid manual count,promyelocytes leukocyte,body field,nfr df,pure number fraction,active,,0.12112162
white blood cells count,71653-0,promyelocytes leukocyte pure number fraction cerebral spinal fluid manual count,promyelocytes leukocyte,csf,nfr df,pure number fraction,active,,0.118594386
white blood cells count,26517-3,deprecated polymorphonuclear cell 100 leukocyte cerebral spinal fluid,polymorphonuclear cell 100 leukocyte,csf,nfr,,deprecated,,0.08921954
white blood cells count,58801-2,deprecated polymorphonuclear cell 100 leukocyte peritoneal dialysis fluid,polymorphonuclear cell 100 leukocyte,dial field prt,nfr,,deprecated,,0.08092885
white blood cells count,20619-3,lymphocyte leukocyte specimen automated count,lymphocyte leukocyte,xxx,nfr,,active,,0.10831733
white blood cells count,50233-6,leukocyte clump area urine sediment automated count,leukocyte clump,urine sed,naric,area,active,hpf,0.101054244
white blood cells count,74460-7,blast leukocyte blood fetus,blast leukocyte,blood fetus,nfr,,active,,0.18508263
white blood cells count,34911-8,immature basophil leukocyte blood,basophil immature leukocyte,blood,nfr,,active,,0.26438138
white blood cells count,34913-4,immature eosinophil leukocyte blood,eosinophil immature leukocyte,blood,nfr,,active,,0.25537035
white blood cells count,38518-7,immature granulocyte leukocyte blood,granulocyte immature leukocyte,blood,nfr,,active,,0.26613912
white blood cells count,30463-4,deprecated promyelocytes 100 leukocyte blood,promyelocytes 100 leukocyte,blood,nfr,,deprecated,,0.26966944
white blood cells count,34920-9,lymphocyte immunoblastic leukocyte blood,lymphocyte immunoblastic leukocyte,blood,nfr,,active,,0.26078668
white blood cells count,34921-7,lymphocyte plasmacytoid leukocyte blood,lymphocyte plasmacytoid leukocyte,blood,nfr,,active,,0.26739016
white blood cells count,30441-0,monocyte abnormal leukocyte blood,monocyte abnormal leukocyte,blood,nfr,,active,,0.2673065
white blood cells count,34925-8,immature monocyte leukocyte blood,monocyte immature leukocyte,blood,nfr,,active,,0.26225045
white blood cells count,53126-9,monocyte macrophage leukocyte blood,monocyte macrophage leukocyte,blood,nfr,,active,,0.26694632
white blood cells count,74347-6,leukocyte aggregate presence blood light microscopy,leukocyte aggregate,blood,prthr,presence,active,,0.28515553
white blood cells count,30411-3,leukocyte left shift presence blood,leukocyte left shift,blood,prthr,presence,active,,0.25488964
white blood cells count,30450-1,neutrophil hypersegmented leukocyte blood,neutrophil hypersegmented leukocyte,blood,nfr,,active,,0.2609905
white blood cells count,33373-2,blast leukocyte pleural fluid,blast leukocyte,plr field,nfr,,active,,0.0805395
white blood cells count,30373-5,basophil leukocyte bronchial specimen,basophil leukocyte,bronchial,nfr,,active,,0.075398006
white blood cells count,30375-0,basophil leukocyte sputum,basophil leukocyte,sputum,nfr,,active,,0.083449244
white blood cells count,30377-6,eosinophil leukocyte bronchial specimen,eosinophil leukocyte,bronchial,nfr,,active,,0.066445075
white blood cells count,30381-8,eosinophil leukocyte sputum,eosinophil leukocyte,sputum,nfr,,active,,0.07379505
white blood cells count,30396-6,granulocyte leukocyte bronchial specimen,granulocyte leukocyte,bronchial,nfr,,active,,0.07562027
white blood cells count,30462-6,granulocyte leukocyte urine,granulocyte leukocyte,urine,nfr,,active,,0.081552535
white blood cells count,56774-3,lymphocyte leukocyte tissue,lymphocyte leukocyte,tiss,nfr,,active,,0.084195465
white blood cells count,30425-3,macrophage leukocyte bronchial specimen,macrophage leukocyte,bronchial,nfr,,active,,0.0770933
white blood cells count,30442-8,monocyte leukocyte urine,monocyte leukocyte,urine,nfr,,active,,0.08064981
white blood cells count,4660-7,deprecated leukocyte detection ab,leukocyte detection ab,serum,,,deprecated,,0.11029519
white blood cells count,11157-5,leukocyte morphology bone marrow,leukocyte,bone mar,morph,morphology,active,,0.09804781
white blood cells count,54414-8,leukocyte poor plateletpheresis unit given,leukocyte poor plateletpheresis unit given,bpu,num,,active,,0.08757121
white blood cells count,74457-3,neutrophil leukocyte cord blood,neutrophil leukocyte,bldco,nfr,,active,,0.099369094
white blood cells count,74462-3,basophil leukocyte blood fetus,basophil leukocyte,blood fetus,nfr,,active,,0.19017647
white blood cells count,74463-1,normoblasts leukocyte blood fetus,normoblasts leukocyte,blood fetus,nfr,,active,,0.18688941
white blood cells count,30413-9,abnormal lymphocyte leukocyte blood,lymphocyte abnormal leukocyte,blood,nfr,,active,,0.26729912
white blood cells count,30419-6,lymphocyte clefted leukocyte blood,lymphocyte clefted leukocyte,blood,nfr,,active,,0.25870383
white blood cells count,30420-4,large granular lymphocyte leukocyte blood,lymphocyte large granular leukocyte,blood,nfr,,active,,0.27039748
white blood cells count,13046-8,variant lymphocyte leukocyte blood,lymphocyte variant leukocyte,blood,nfr,,active,,0.2639695
white blood cells count,74461-5,lymphocyte leukocyte blood fetus,lymphocyte leukocyte,blood fetus,nfr,,active,,0.18758756
white blood cells count,4662-3,lymphocyte monocyte leukocyte blood,lymphocyte monocyte leukocyte,blood,nfr,,active,,0.27196985
white blood cells count,61179-8,leukocyte morphology finding identifier blood fetus,leukocyte morphology finding,blood fetus,prid,identifier,active,,0.18127961
white blood cells count,26508-2,band form neutrophil leukocyte blood,neutrophil band form leukocyte,blood,nfr,,active,,0.26949164
white blood cells count,26505-8,segmented neutrophil leukocyte blood,neutrophil segmented leukocyte,blood,nfr,,active,,0.27000993
white blood cells count,33412-8,blast leukocyte pericardial fluid,blast leukocyte,pericard field,nfr,,active,,0.073916405
white blood cells count,33372-4,blast leukocyte peritoneal fluid,blast leukocyte,periton field,nfr,,active,,0.079652585
white blood cells count,13595-4,basophil leukocyte nose,basophil leukocyte,nose,nfr,,active,,0.07754937
white blood cells count,35070-2,basophil leukocyte pleural fluid,basophil leukocyte,plr field,nfr,,active,,0.089964315
white blood cells count,30378-4,eosinophil leukocyte nose,eosinophil leukocyte,nose,nfr,,active,,0.059285104
white blood cells count,30379-2,eosinophil leukocyte pleural fluid,eosinophil leukocyte,plr field,nfr,,active,,0.07522057
white blood cells count,30460-0,granulocyte leukocyte gastric fluid,granulocyte leukocyte,gast field,nfr,,active,,0.08322988
white blood cells count,26519-9,granulocyte leukocyte pleural fluid,granulocyte leukocyte,plr field,nfr,,active,,0.09476634
white blood cells count,30461-8,granulocyte leukocyte stool,granulocyte leukocyte,stool,nfr,,active,,0.077621266
white blood cells count,30421-2,lymphocyte leukocyte bronchial specimen,lymphocyte leukocyte,bronchial,nfr,,active,,0.07614188
white blood cells count,53519-5,monocyte leukocyte dialysis fluid,monocyte leukocyte,dial field,nfr,,active,,0.08525125
white blood cells count,33389-8,monocyte leukocyte pericardial fluid,monocyte leukocyte,pericard field,nfr,,active,,0.078763045
white blood cells count,26488-7,monocyte leukocyte peritoneal fluid,monocyte leukocyte,periton field,nfr,,active,,0.083859235
white blood cells count,33362-5,monocyte leukocyte pleural fluid,monocyte leukocyte,plr field,nfr,,active,,0.085503146
white blood cells count,88343-9,leukocyte presence ear light microscopy,leukocyte,ear,prthr,presence,active,,0.07949228
white blood cells count,14328-9,leukocyte presence sputum light microscopy,leukocyte,sputum,prthr,presence,active,,0.09993809
white blood cells count,32808-8,leukocyte leukocyte bronchial specimen,leukocyte leukocyte,bronchial,nfr,,active,,0.07951846
white blood cells count,27930-7,neutrophil leukocyte bronchial specimen,neutrophil leukocyte,bronchial,nfr,,active,,0.08204003
white blood cells count,13597-0,neutrophil leukocyte nose,neutrophil leukocyte,nose,nfr,,active,,0.07675445
white blood cells count,27932-3,neutrophil leukocyte sputum,neutrophil leukocyte,sputum,nfr,,active,,0.08944236
white blood cells count,15112-6,leukocyte phosphatase unit volume leukocyte,phosphatase leukocyte,wbc,amount concentration,unit volume,active,score,0.14331384
white blood cells count,55804-9,leukocyte phosphatase presence leukocyte,phosphatase leukocyte,wbc,prthr,presence,active,,0.11197391
white blood cells count,71622-5,eosinophil leukocyte pure number fraction synovial fluid manual count,eosinophil leukocyte,synv field,nfr df,pure number fraction,active,,0.1107947
white blood cells count,70040-1,granulocyte leukocyte synovial fluid automated count,granulocyte leukocyte,synv field,nfr,,active,,0.12116499
white blood cells count,71617-5,granulocyte leukocyte pure number fraction synovial fluid manual count,granulocyte leukocyte,synv field,nfr df,pure number fraction,active,,0.12143879
white blood cells count,33548-9,abnormal lymphocyte leukocyte body fluid manual count,lymphocyte abnormal leukocyte,body field,nfr,,active,,0.11455357
white blood cells count,21372-8,abnormal lymphocyte leukocyte cerebral spinal fluid manual count,lymphocyte abnormal leukocyte,csf,nfr,,active,,0.10964422
white blood cells count,21373-6,abnormal lymphocyte leukocyte synovial fluid manual count,lymphocyte abnormal leukocyte,synv field,nfr,,active,,0.11000683
white blood cells count,13518-6,variant lymphocyte leukocyte body fluid manual count,lymphocyte variant leukocyte,body field,nfr,,active,,0.110043295
white blood cells count,13517-8,variant lymphocyte leukocyte cerebral spinal fluid manual count,lymphocyte variant leukocyte,csf,nfr,,active,,0.10295764
white blood cells count,17227-0,lymphocyte leukocyte synovial fluid automated count,lymphocyte leukocyte,synv field,nfr,,active,,0.11397726
white blood cells count,71624-1,lymphocyte leukocyte pure number fraction synovial fluid manual count,lymphocyte leukocyte,synv field,nfr df,pure number fraction,active,,0.119258694
white blood cells count,21394-2,monocyte macrophage leukocyte body fluid manual count,monocyte macrophage leukocyte,body field,nfr,,active,,0.11319015
white blood cells count,21395-9,monocyte macrophage leukocyte synovial fluid manual count,monocyte macrophage leukocyte,synv field,nfr,,active,,0.11009199
white blood cells count,71639-9,monocyte macrophage leukocyte pure number fraction body fluid manual count,monocyte macrophage leukocyte,body field,nfr df,pure number fraction,active,,0.12048052
white blood cells count,71620-9,leukocyte leukocyte pure number fraction synovial fluid manual count,leukocyte leukocyte,synv field,nfr df,pure number fraction,active,,0.12267989
white blood cells count,13354-6,band form neutrophil leukocyte body fluid manual count,neutrophil band form leukocyte,body field,nfr,,active,,0.11198407
white blood cells count,12278-8,band form neutrophil leukocyte cerebral spinal fluid manual count,neutrophil band form leukocyte,csf,nfr,,active,,0.10383047
white blood cells count,30230-7,segmented neutrophil leukocyte body fluid manual count,neutrophil segmented leukocyte,body field,nfr,,active,,0.1090429
white blood cells count,56960-8,segmented neutrophil leukocyte bone marrow manual count,neutrophil segmented leukocyte,bone mar,nfr,,active,,0.10753554
white blood cells count,14107-7,segmented neutrophil leukocyte cerebral spinal fluid manual count,neutrophil segmented leukocyte,csf,nfr,,active,,0.11026425
white blood cells count,71650-6,segmented neutrophil leukocyte pure number fraction body fluid manual count,neutrophil segmented leukocyte,body field,nfr df,pure number fraction,active,,0.12164758
white blood cells count,71625-8,neutrophil leukocyte pure number fraction synovial fluid manual count,neutrophil leukocyte,synv field,nfr df,pure number fraction,active,,0.12114828
white blood cells count,74402-9,lymphocyte leukocyte cord blood,lymphocyte leukocyte,bldco,nfr,,active,,0.102043726
white blood cells count,54413-0,transfuse leukocyte poor plateletpheresis unit,transfuse leukocyte poor plateletpheresis unit,bpu,num,,active,,0.08616683
white blood cells count,54415-5,transfuse leukocyte poor platelet unit,transfuse leukocyte poor platelet unit,bpu,num,,active,,0.08231174
